hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,destpurp1_desc_01,destplace1_desc_01,startime_01,arrtime_01,vistadist_01,travtime_01,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS,weight,wfh_intensity,wfh_adopter,wfh_category,perspoststratweight,agegroup,sex,carlicence,emptype,persinc,analysis_weight
Y24H5860101,Y24H5860101P02,Y24H5860101P02JTW0376,Weekday,FROM_HOME,Y24H5860101P02S01,399,Frankston (C),TO_WORK,Y24H5860101P02S01,408.0,Kingston (C),Vehicle Driver,Work Related,Place of work,399.0,408.0,6.0279,9.0,Vehicle Driver,9.0,6.0279,9.0,642.232041254,MELB - Outer,Greater Melbourne,642.232041254,0.0,0,No_WFH,642.232041254,55->59,Female,Full Licence,Paid Employee,"$300-$399 ($15,600-$20,799)",642.232041254
Y24H5860103,Y24H5860103P02,Y24H5860103P02JTW0377,Weekday,FROM_HOME,Y24H5860103P02S01,630,Frankston (C),TO_WORK,Y24H5860103P02S01,650.0,Greater Dandenong (C),Vehicle Driver,Work Related,Place of work,630.0,650.0,19.7091,20.0,Vehicle Driver,20.0,19.7091,20.0,813.564703815,MELB - Outer,Greater Melbourne,813.564703815,0.0,0,No_WFH,813.564703815,70->74,Male,Full Licence,Not in Work Force,"$500-$649 ($26,000-$33,799)",813.564703815
Y24H5860105,Y24H5860105P01,Y24H5860105P01JTW0378,Weekday,FROM_HOME,Y24H5860105P01S01,355,Frankston (C),TO_WORK,Y24H5860105P01S03,512.0,Casey (C),Vehicle Driver,Buy Something,Entertainment venue,355.0,356.0,0.5615,1.0,Vehicle Driver,37.0,30.27372,146.81999999999994,1189.742948655,MELB - Outer,Greater Melbourne,1189.742948655,0.0,0,No_WFH,1189.742948655,50->54,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",1189.742948655
Y24H5860105,Y24H5860105P02,Y24H5860105P02JTW0379,Weekday,FROM_HOME,Y24H5860105P02S01,370,Frankston (C),TO_WORK,Y24H5860105P02S01,394.0,Monash (C),Vehicle Driver,Work Related,Place of work,370.0,394.0,27.80332,24.0,Vehicle Driver,24.0,27.80332,24.0,1026.911929539,MELB - Outer,Greater Melbourne,1026.911929539,0.0,0,No_WFH,1026.911929539,50->54,Female,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",1026.911929539
Y24H5860117,Y24H5860117P01,Y24H5860117P01JTW0380,Weekday,FROM_HOME,Y24H5860117P01S01,405,Frankston (C),TO_WORK,Y24H5860117P01S03,501.0,Boroondara (C),Vehicle Driver,Personal Business,Accommodation,405.0,417.0,7.00856,12.0,Vehicle Driver,82.0,46.57126,96.0,744.216726102,MELB - Outer,Greater Melbourne,744.216726102,0.0,0,No_WFH,744.216726102,55->59,Female,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",744.216726102
Y24H5860118,Y24H5860118P03,Y24H5860118P03JTW0381,Weekday,FROM_HOME,Y24H5860118P03S01,450,Frankston (C),TO_WORK,Y24H5860118P03S01,465.0,Frankston (C),Vehicle Driver,Work Related,Place of work,450.0,465.0,5.18531,15.0,Vehicle Driver,15.0,5.18531,15.0,2687.116826762,MELB - Outer,Greater Melbourne,2687.116826762,0.0,0,No_WFH,1600.524412767,30->34,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",2687.116826762
Y24H5860118,Y24H5860118P04,Y24H5860118P04JTW0382,Weekday,FROM_HOME,Y24H5860118P04S01,255,Frankston (C),TO_WORK,Y24H5860118P04S01,300.0,Yarra Ranges (S),Vehicle Driver,Work Related,Place of work,255.0,300.0,57.60035,45.0,Vehicle Driver,45.0,57.60035,45.0,5554.424211659,MELB - Outer,Greater Melbourne,5554.424211659,0.0,0,No_WFH,3308.375527661,25->29,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",5554.424211659
Y24H5860122,Y24H5860122P02,Y24H5860122P02JTW0383,Weekday,FROM_HOME,Y24H5860122P02S01,477,Frankston (C),TO_WORK,Y24H5860122P02S02,512.0,Casey (C),Vehicle Driver,Buy Something,Retail venue,477.0,499.0,13.37576,22.0,Vehicle Driver,32.0,18.16825,35.0,1754.420666121,MELB - Outer,Greater Melbourne,1754.420666121,0.0,0,No_WFH,1754.420666121,25->29,Female,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",1754.420666121
Y24H5860123,Y24H5860123P01,Y24H5860123P01JTW0384,Weekday,FROM_HOME,Y24H5860123P01S01,410,Frankston (C),TO_WORK,Y24H5860123P01S03,487.0,Melbourne (C),Vehicle Driver,Change Mode,Transport Feature,410.0,414.0,0.78019,4.0,Train,68.0,43.51089,77.0,1675.698279837,MELB - Outer,Greater Melbourne,1675.698279837,1.0,1,Occasional_WFH,998.094306358,40->44,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",1675.698279837
Y24H5860123,Y24H5860123P02,Y24H5860123P02JTW0385,Weekday,FROM_HOME,Y24H5860123P02S01,532,Frankston (C),TO_WORK,Y24H5860123P02S02,540.0,Frankston (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,532.0,533.0,0.59379,1.0,Vehicle Driver,7.0,2.7190000000000003,8.0,861.492771328,MELB - Outer,Greater Melbourne,861.492771328,0.0,0,No_WFH,861.492771328,40->44,Female,Full Licence,Self-Employed,"$300-$399 ($15,600-$20,799)",861.492771328
Y24H5860123,Y24H5860123P02,Y24H5860123P02JTW0386,Weekday,FROM_HOME,Y24H5860123P02S05,744,Frankston (C),TO_WORK,Y24H5860123P02S05,750.0,Frankston (C),Vehicle Driver,Work Related,Place of work,744.0,750.0,2.7131,6.0,Vehicle Driver,6.0,2.7131,6.0,861.492771328,MELB - Outer,Greater Melbourne,861.492771328,0.0,0,No_WFH,861.492771328,40->44,Female,Full Licence,Self-Employed,"$300-$399 ($15,600-$20,799)",861.492771328
Y24H5860123,Y24H5860123P02,Y24H5860123P02JTW0387,Weekday,FROM_HOME,Y24H5860123P02S11,1053,Frankston (C),TO_WORK,Y24H5860123P02S11,1059.0,Frankston (C),Vehicle Driver,Work Related,Place of work,1053.0,1059.0,2.7131,6.0,Vehicle Driver,6.0,2.7131,6.0,861.492771328,MELB - Outer,Greater Melbourne,861.492771328,0.0,0,No_WFH,861.492771328,40->44,Female,Full Licence,Self-Employed,"$300-$399 ($15,600-$20,799)",861.492771328
Y24H5860126,Y24H5860126P02,Y24H5860126P02JTW0388,Weekday,FROM_HOME,Y24H5860126P02S01,596,Frankston (C),TO_WORK,Y24H5860126P02S01,604.0,Frankston (C),Vehicle Passenger,Work Related,Place of work,596.0,604.0,5.75604,8.0,Vehicle Passenger,8.0,5.75604,8.0,1047.446472241,MELB - Outer,Greater Melbourne,1047.446472241,0.0,0,No_WFH,916.293959168,35->39,Female,Learners Permit,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",1047.446472241
Y24H5860132,Y24H5860132P01,Y24H5860132P01JTW0389,Weekday,FROM_HOME,Y24H5860132P01S01,447,Frankston (C),TO_WORK,Y24H5860132P01S01,543.0,Stonnington (C),Bicycle,Work Related,Place of work,447.0,543.0,40.86612,96.0,Bicycle,96.0,40.86612,96.0,1631.711094873,MELB - Outer,Greater Melbourne,1631.711094873,2.0,1,Occasional_WFH,1428.714084333,50->54,Male,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",1631.711094873
Y24H5860212,Y24H5860212P01,Y24H5860212P01JTW0390,Weekday,FROM_HOME,Y24H5860212P01S01,340,Yarra Ranges (S),TO_WORK,Y24H5860212P01S01,385.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,340.0,385.0,48.8089,45.0,Vehicle Driver,45.0,48.8089,45.0,867.614180658,MELB - Outer,Greater Melbourne,867.614180658,0.0,0,No_WFH,867.614180658,25->29,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",867.614180658
Y24H5860212,Y24H5860212P02,Y24H5860212P02JTW0391,Weekday,FROM_HOME,Y24H5860212P02S01,455,Yarra Ranges (S),TO_WORK,Y24H5860212P02S03,545.0,Melbourne (C),Vehicle Driver,Change Mode,Transport Feature,455.0,462.0,2.91235,7.0,Train,88.0,44.86048,90.0,502.74665861,MELB - Outer,Greater Melbourne,502.74665861,3.0,1,Frequent_WFH,502.74665861,25->29,Female,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",502.74665861
Y24H5860223,Y24H5860223P01,Y24H5860223P01JTW0392,Weekday,FROM_HOME,Y24H5860223P01S01,330,Yarra Ranges (S),TO_WORK,Y24H5860223P01S01,400.0,Casey (C),Vehicle Driver,Work Related,Place of work,330.0,400.0,51.7982,70.0,Vehicle Driver,70.0,51.7982,70.0,2574.022068619,MELB - Outer,Greater Melbourne,2574.022068619,0.0,0,No_WFH,2574.022068619,30->34,Male,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",2574.022068619
Y24H5860223,Y24H5860223P02,Y24H5860223P02JTW0393,Weekday,FROM_HOME,Y24H5860223P02S01,440,Yarra Ranges (S),TO_WORK,Y24H5860223P02S01,490.0,Whitehorse (C),Vehicle Driver,Work Related,Place of work,440.0,490.0,28.13605,50.0,Vehicle Driver,50.0,28.13605,50.0,1491.539699368,MELB - Outer,Greater Melbourne,1491.539699368,0.0,0,No_WFH,1491.539699368,30->34,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",1491.539699368
Y24H5860230,Y24H5860230P01,Y24H5860230P01JTW0394,Weekday,FROM_HOME,Y24H5860230P01S03,821,Yarra Ranges (S),TO_WORK,Y24H5860230P01S03,873.0,Greater Dandenong (C),Vehicle Driver,Work Related,Place of work,821.0,873.0,43.8343,52.0,Vehicle Driver,52.0,43.8343,52.0,1549.182389963,MELB - Outer,Greater Melbourne,1549.182389963,0.0,0,No_WFH,1549.182389963,45->49,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",1549.182389963
Y24H5860239,Y24H5860239P01,Y24H5860239P01JTW0395,Weekday,FROM_HOME,Y24H5860239P01S01,894,Yarra Ranges (S),TO_WORK,Y24H5860239P01S01,913.0,Yarra Ranges (S),Vehicle Passenger,Work Related,Place of work,894.0,913.0,10.48805,19.0,Vehicle Passenger,19.0,10.48805,19.0,3544.892695503,MELB - Outer,Greater Melbourne,3544.892695503,0.0,0,No_WFH,2111.440501316,25->29,Male,Full Licence,Paid Employee,"$650-$799 ($33,800-$41,599)",3544.892695503
Y24H5860239,Y24H5860239P02,Y24H5860239P02JTW0396,Weekday,FROM_HOME,Y24H5860239P02S01,504,Yarra Ranges (S),TO_WORK,Y24H5860239P02S01,513.0,Yarra Ranges (S),Vehicle Driver,Work Related,Place of work,504.0,513.0,3.97656,9.0,Vehicle Driver,9.0,3.97656,9.0,717.124274617,MELB - Outer,Greater Melbourne,717.124274617,0.0,0,No_WFH,717.124274617,20->24,Female,Full Licence,Paid Employee,"$150-$299 ($7,800-$15,599)",717.124274617
Y24H5860301,Y24H5860301P01,Y24H5860301P01JTW0397,Weekday,FROM_HOME,Y24H5860301P01S01,600,Maribyrnong (C),TO_WORK,Y24H5860301P01S01,605.0,Maribyrnong (C),Vehicle Driver,Work Related,Place of work,600.0,605.0,1.21744,5.0,Vehicle Driver,5.0,1.21744,5.0,228.461389771,MELB - Inner,Greater Melbourne,228.461389771,0.0,0,No_WFH,228.461389771,35->39,Male,Full Licence,Self-Employed,"$1,000-$1,249 ($52,000-$64,999)",228.461389771
Y24H5860301,Y24H5860301P01,Y24H5860301P01JTW0398,Weekday,FROM_HOME,Y24H5860301P01S03,816,Maribyrnong (C),TO_WORK,Y24H5860301P01S03,820.0,Maribyrnong (C),Vehicle Driver,Work Related,Place of work,816.0,820.0,1.21744,4.0,Vehicle Driver,4.0,1.21744,4.0,228.461389771,MELB - Inner,Greater Melbourne,228.461389771,0.0,0,No_WFH,228.461389771,35->39,Male,Full Licence,Self-Employed,"$1,000-$1,249 ($52,000-$64,999)",228.461389771
Y24H5860303,Y24H5860303P01,Y24H5860303P01JTW0399,Weekday,FROM_HOME,Y24H5860303P01S01,441,Maribyrnong (C),TO_WORK,Y24H5860303P01S01,478.0,Monash (C),Vehicle Driver,Work Related,Place of work,441.0,478.0,32.96541,37.0,Vehicle Driver,37.0,32.96541,37.0,503.244450567,MELB - Inner,Greater Melbourne,503.244450567,0.0,0,No_WFH,503.244450567,40->44,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",503.244450567
Y24H5860304,Y24H5860304P01,Y24H5860304P01JTW0400,Weekday,FROM_HOME,Y24H5860304P01S01,525,Maribyrnong (C),TO_WORK,Y24H5860304P01S02,618.0,Monash (C),Vehicle Driver,Buy Something,Retail venue,525.0,604.0,26.2318,79.0,Vehicle Driver,82.0,27.63118,93.0,610.98493116,MELB - Inner,Greater Melbourne,610.98493116,0.0,0,No_WFH,610.98493116,25->29,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",610.98493116
Y24H5860316,Y24H5860316P01,Y24H5860316P01JTW0401,Weekday,FROM_HOME,Y24H5860316P01S01,690,Maribyrnong (C),TO_WORK,Y24H5860316P01S01,735.0,Monash (C),Vehicle Driver,Work Related,Place of work,690.0,735.0,40.16791,45.0,Vehicle Driver,45.0,40.16791,45.0,831.986176811,MELB - Inner,Greater Melbourne,831.986176811,3.0,1,Frequent_WFH,831.986176811,30->34,Female,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",831.986176811
Y24H5860319,Y24H5860319P01,Y24H5860319P01JTW0402,Weekday,FROM_HOME,Y24H5860319P01S05,1032,Maribyrnong (C),TO_WORK,Y24H5860319P01S05,1039.0,Maribyrnong (C),Vehicle Driver,Work Related,Place of work,1032.0,1039.0,2.4679,7.0,Vehicle Driver,7.0,2.4679,7.0,494.503980648,MELB - Inner,Greater Melbourne,494.503980648,3.0,1,Frequent_WFH,494.503980648,25->29,Male,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",494.503980648
Y24H5860323,Y24H5860323P01,Y24H5860323P01JTW0403,Weekday,FROM_HOME,Y24H5860323P01S01,561,Maribyrnong (C),TO_WORK,Y24H5860323P01S01,568.0,Maribyrnong (C),Vehicle Driver,Work Related,Place of work,561.0,568.0,2.60447,7.0,Vehicle Driver,7.0,2.60447,7.0,684.241787335,MELB - Inner,Greater Melbourne,684.241787335,0.0,0,No_WFH,684.241787335,25->29,Female,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",684.241787335
Y24H5860325,Y24H5860325P02,Y24H5860325P02JTW0404,Weekday,FROM_HOME,Y24H5860325P02S01,480,Maribyrnong (C),TO_WORK,Y24H5860325P02S05,520.0,Melbourne (C),Vehicle Driver,Change Mode,Transport Feature,480.0,485.0,1.5634,5.0,Train,40.0,11.790729999999998,40.0,403.683203218,MELB - Inner,Greater Melbourne,403.683203218,2.0,1,Occasional_WFH,403.683203218,25->29,Female,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",403.683203218
Y24H5860326,Y24H5860326P01,Y24H5860326P01JTW0405,Weekday,FROM_HOME,Y24H5860326P01S01,480,Maribyrnong (C),TO_WORK,Y24H5860326P01S05,554.0,Melbourne (C),Vehicle Passenger,Change Mode,Transport Feature,480.0,490.0,1.83246,10.0,Train,70.0,9.66764,74.0,601.721610123,MELB - Inner,Greater Melbourne,601.721610123,0.0,0,No_WFH,358.402774714,45->49,Female,Learners Permit,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",601.721610123
Y24H5860326,Y24H5860326P02,Y24H5860326P02JTW0406,Weekday,FROM_HOME,Y24H5860326P02S05,740,Maribyrnong (C),TO_WORK,Y24H5860326P02S09,788.0,Melbourne (C),Walking,Change Mode,Transport Feature,740.0,745.0,0.37509,5.0,Train,46.0,9.21458,48.0,325.211812142,MELB - Inner,Greater Melbourne,325.211812142,0.0,0,No_WFH,325.211812142,45->49,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",325.211812142
Y24H5860330,Y24H5860330P02,Y24H5860330P02JTW0407,Weekday,FROM_HOME,Y24H5860330P02S01,360,Maribyrnong (C),TO_WORK,Y24H5860330P02S01,390.0,Brimbank (C),Vehicle Driver,Work Related,Place of work,360.0,390.0,10.59074,30.0,Vehicle Driver,30.0,10.59074,30.0,450.797584554,MELB - Inner,Greater Melbourne,450.797584554,0.0,0,No_WFH,450.797584554,30->34,Male,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",450.797584554
Y24H5860333,Y24H5860333P02,Y24H5860333P02JTW0408,Weekday,FROM_HOME,Y24H5860333P02S01,440,Maribyrnong (C),TO_WORK,Y24H5860333P02S03,474.0,Melbourne (C),Bicycle,Change Mode,Transport Feature,440.0,449.0,1.39774,9.0,Train,31.0,9.39749,34.0,218.775761308,MELB - Inner,Greater Melbourne,218.775761308,0.0,0,No_WFH,218.775761308,40->44,Female,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",218.775761308
Y24H5860336,Y24H5860336P02,Y24H5860336P02JTW0409,Weekday,FROM_HOME,Y24H5860336P02S01,480,Maribyrnong (C),TO_WORK,Y24H5860336P02S01,520.0,Melbourne (C),Bicycle,Work Related,Place of work,480.0,520.0,10.10561,40.0,Bicycle,40.0,10.10561,40.0,145.384520764,MELB - Inner,Greater Melbourne,145.384520764,0.0,0,No_WFH,145.384520764,35->39,Male,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",145.384520764
Y24H5860337,Y24H5860337P01,Y24H5860337P01JTW0410,Weekday,FROM_HOME,Y24H5860337P01S01,510,Maribyrnong (C),TO_WORK,Y24H5860337P01S04,540.0,Melbourne (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,510.0,515.0,1.31118,5.0,Train,30.0,11.49865,30.0,508.271055931,MELB - Inner,Greater Melbourne,508.271055931,1.0,1,Occasional_WFH,508.271055931,50->54,Female,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",508.271055931
Y24H5860337,Y24H5860337P02,Y24H5860337P02JTW0411,Weekday,FROM_HOME,Y24H5860337P02S01,480,Maribyrnong (C),TO_WORK,Y24H5860337P02S01,545.0,Darebin (C),Vehicle Driver,Work Related,Place of work,480.0,545.0,17.41937,65.0,Vehicle Driver,65.0,17.41937,65.0,401.354045778,MELB - Inner,Greater Melbourne,401.354045778,0.0,0,No_WFH,401.354045778,50->54,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",401.354045778
Y24H5860339,Y24H5860339P01,Y24H5860339P01JTW0412,Weekday,FROM_HOME,Y24H5860339P01S03,501,Maribyrnong (C),TO_WORK,Y24H5860339P01S03,529.0,Port Phillip (C),Bicycle,Work Related,Place of work,501.0,529.0,9.31087,28.0,Bicycle,28.0,9.31087,28.0,241.398912965,MELB - Inner,Greater Melbourne,241.398912965,2.0,1,Occasional_WFH,241.398912965,35->39,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",241.398912965
Y24H5860413,Y24H5860413P01,Y24H5860413P01JTW0413,Weekend,FROM_HOME,Y24H5860413P01S01,465,Moreland (C),TO_WORK,Y24H5860413P01S02,545.0,Moreland (C),Vehicle Driver,Buy Something,Retail venue,465.0,480.0,4.44785,15.0,Vehicle Driver,35.0,12.893540000000002,80.0,505.97468193,MELB - Inner,Greater Melbourne,505.97468193,1.0,1,Occasional_WFH,505.97468193,35->39,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",505.97468193
Y24H5860413,Y24H5860413P01,Y24H5860413P01JTW0414,Weekend,FROM_HOME,Y24H5860413P01S04,706,Moreland (C),TO_WORK,Y24H5860413P01S04,719.0,Moreland (C),Vehicle Driver,Work Related,Place of work,706.0,719.0,4.63622,13.0,Vehicle Driver,13.0,4.63622,13.0,505.97468193,MELB - Inner,Greater Melbourne,505.97468193,1.0,1,Occasional_WFH,505.97468193,35->39,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",505.97468193
Y24H5860415,Y24H5860415P02,Y24H5860415P02JTW0415,Weekday,FROM_HOME,Y24H5860415P02S01,518,Moreland (C),TO_WORK,Y24H5860415P02S01,529.0,Moonee Valley (C),Vehicle Driver,Work Related,Place of work,518.0,529.0,3.04163,11.0,Vehicle Driver,11.0,3.04163,11.0,1675.81176178,MELB - Inner,Greater Melbourne,1675.81176178,0.0,0,No_WFH,998.161899482,55->59,Female,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",1675.81176178
Y24H5860438,Y24H5860438P01,Y24H5860438P01JTW0416,Weekday,FROM_HOME,Y24H5860438P01S01,500,Moreland (C),TO_WORK,Y24H5860438P01S05,570.0,Maribyrnong (C),Walking,Change Mode,Transport Feature,500.0,505.0,0.33238,5.0,Tram,65.0,10.23298,70.0,597.144545994,MELB - Inner,Greater Melbourne,597.144545994,2.0,1,Occasional_WFH,597.144545994,45->49,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",597.144545994
Y24H5870102,Y24H5870102P02,Y24H5870102P02JTW0417,Weekday,FROM_HOME,Y24H5870102P02S01,360,Greater Dandenong (C),TO_WORK,Y24H5870102P02S01,368.0,Kingston (C),Vehicle Driver,Work Related,Place of work,360.0,368.0,5.56075,8.0,Vehicle Driver,8.0,5.56075,8.0,1256.16722016,MELB - Middle,Greater Melbourne,1256.16722016,0.0,0,No_WFH,1256.16722016,60->64,Female,Full Licence,Paid Employee,"$650-$799 ($33,800-$41,599)",1256.16722016
Y24H5870108,Y24H5870108P01,Y24H5870108P01JTW0418,Weekday,FROM_HOME,Y24H5870108P01S01,480,Greater Dandenong (C),TO_WORK,Y24H5870108P01S01,495.0,Greater Dandenong (C),Vehicle Driver,Work Related,Place of work,480.0,495.0,7.63559,15.0,Vehicle Driver,15.0,7.63559,15.0,1269.882464653,MELB - Middle,Greater Melbourne,1269.882464653,0.0,0,No_WFH,756.378682825,55->59,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",1269.882464653
Y24H5870108,Y24H5870108P02,Y24H5870108P02JTW0419,Weekday,FROM_HOME,Y24H5870108P02S01,570,Greater Dandenong (C),TO_WORK,Y24H5870108P02S01,580.0,Greater Dandenong (C),Vehicle Driver,Work Related,Place of work,570.0,580.0,7.63559,10.0,Vehicle Driver,10.0,7.63559,10.0,1099.540463072,MELB - Middle,Greater Melbourne,1099.540463072,0.0,0,No_WFH,654.918065506,50->54,Female,Full Licence,Self-Employed,"$1,250-$1,499 ($65,000-$77,999)",1099.540463072
Y24H5870112,Y24H5870112P01,Y24H5870112P01JTW0420,Weekday,FROM_HOME,Y24H5870112P01S01,525,Greater Dandenong (C),TO_WORK,Y24H5870112P01S01,540.0,Greater Dandenong (C),Vehicle Driver,Work Related,Place of work,525.0,540.0,8.15132,15.0,Vehicle Driver,15.0,8.15132,15.0,801.990480504,MELB - Middle,Greater Melbourne,801.990480504,0.0,0,No_WFH,801.990480504,55->59,Male,Full Licence,Not in Work Force,"$650-$799 ($33,800-$41,599)",801.990480504
Y24H5870112,Y24H5870112P02,Y24H5870112P02JTW0421,Weekday,FROM_HOME,Y24H5870112P02S01,525,Greater Dandenong (C),TO_WORK,Y24H5870112P02S01,540.0,Greater Dandenong (C),Vehicle Passenger,Work Related,Place of work,525.0,540.0,8.15132,15.0,Vehicle Passenger,15.0,8.15132,15.0,1926.955099909,MELB - Middle,Greater Melbourne,1926.955099909,0.0,0,No_WFH,1147.750127198,25->29,Female,Full Licence,Not in Work Force,"$800-$999 ($41,600-$51,999)",1926.955099909
Y24H5870115,Y24H5870115P02,Y24H5870115P02JTW0422,Weekday,FROM_HOME,Y24H5870115P02S01,510,Greater Dandenong (C),TO_WORK,Y24H5870115P02S02,540.0,Monash (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,510.0,515.0,0.77862,5.0,Vehicle Driver,20.0,11.49078,30.0,873.953448698,MELB - Middle,Greater Melbourne,873.953448698,2.0,1,Occasional_WFH,873.953448698,40->44,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",873.953448698
Y24H5870115,Y24H5870115P03,Y24H5870115P03JTW0423,Weekday,FROM_HOME,Y24H5870115P03S01,330,Greater Dandenong (C),TO_WORK,Y24H5870115P03S01,350.0,Monash (C),Vehicle Driver,Work Related,Place of work,330.0,350.0,10.57868,20.0,Vehicle Driver,20.0,10.57868,20.0,1335.814468764,MELB - Middle,Greater Melbourne,1335.814468764,0.0,0,No_WFH,1335.814468764,40->44,Male,Full Licence,Self-Employed,"$800-$999 ($41,600-$51,999)",1335.814468764
Y24H5870122,Y24H5870122P02,Y24H5870122P02JTW0424,Weekday,FROM_HOME,Y24H5870122P02S01,460,Kingston (C),TO_WORK,Y24H5870122P02S01,540.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,460.0,540.0,33.44235,80.0,Vehicle Driver,80.0,33.44235,80.0,609.104829073,MELB - Middle,Greater Melbourne,609.104829073,3.0,1,Frequent_WFH,609.104829073,45->49,Female,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",609.104829073
Y24H5870140,Y24H5870140P01,Y24H5870140P01JTW0425,Weekday,FROM_HOME,Y24H5870140P01S01,450,Kingston (C),TO_WORK,Y24H5870140P01S01,480.0,Kingston (C),Vehicle Driver,Work Related,Place of work,450.0,480.0,10.27212,30.0,Vehicle Driver,30.0,10.27212,30.0,595.172201686,MELB - Middle,Greater Melbourne,595.172201686,0.0,0,No_WFH,595.172201686,65->69,Male,Full Licence,Paid Employee,"$400-$499 ($20,800-$25,999)",595.172201686
Y24H5870140,Y24H5870140P01,Y24H5870140P01JTW0426,Weekday,FROM_HOME,Y24H5870140P01S03,870,Kingston (C),TO_WORK,Y24H5870140P01S03,900.0,Kingston (C),Vehicle Driver,Work Related,Place of work,870.0,900.0,10.27166,30.0,Vehicle Driver,30.0,10.27166,30.0,595.172201686,MELB - Middle,Greater Melbourne,595.172201686,0.0,0,No_WFH,595.172201686,65->69,Male,Full Licence,Paid Employee,"$400-$499 ($20,800-$25,999)",595.172201686
Y24H5870303,Y24H5870303P01,Y24H5870303P01JTW0427,Weekday,FROM_HOME,Y24H5870303P01S01,480,Boroondara (C),TO_WORK,Y24H5870303P01S01,520.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,480.0,520.0,13.36994,40.0,Vehicle Driver,40.0,13.36994,40.0,820.310750353,MELB - Middle,Greater Melbourne,820.310750353,0.0,0,No_WFH,820.310750353,45->49,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",820.310750353
Y24H5870306,Y24H5870306P01,Y24H5870306P01JTW0428,Weekend,FROM_HOME,Y24H5870306P01S01,570,Boroondara (C),TO_WORK,Y24H5870306P01S01,580.0,Boroondara (C),Vehicle Driver,Work Related,Place of work,570.0,580.0,2.32185,10.0,Vehicle Driver,10.0,2.32185,10.0,485.062983747,MELB - Middle,Greater Melbourne,485.062983747,2.0,1,Occasional_WFH,485.062983747,50->54,Female,Full Licence,Employer,"$1-$149 ($1-$7,799)",485.062983747
