hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,destpurp1_desc_01,destplace1_desc_01,startime_01,arrtime_01,vistadist_01,travtime_01,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS,weight,wfh_intensity,wfh_adopter,wfh_category,perspoststratweight,agegroup,sex,carlicence,emptype,persinc,analysis_weight
Y24H6056122,Y24H6056122P02,Y24H6056122P02JTW1070,Weekday,FROM_HOME,Y24H6056122P02S03,1260,Greater Shepparton (C),TO_WORK,Y24H6056122P02S03,1272.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,1260.0,1272.0,8.804,12.0,Vehicle Driver,12.0,8.804,12.0,96.352990196,Other,Shepparton SA4,96.352990196,0.0,0,No_WFH,96.352990196,60->64,Female,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",96.352990196
Y24H6056125,Y24H6056125P01,Y24H6056125P01JTW1071,Weekday,FROM_HOME,Y24H6056125P01S01,380,Greater Shepparton (C),TO_WORK,Y24H6056125P01S01,395.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,380.0,395.0,7.53003,15.0,Vehicle Driver,15.0,7.53003,15.0,73.724529778,Other,Shepparton SA4,73.724529778,0.0,0,No_WFH,73.724529778,50->54,Female,Full Licence,Paid Employee,"$650-$799 ($33,800-$41,599)",73.724529778
Y24H6056125,Y24H6056125P02,Y24H6056125P02JTW1072,Weekday,FROM_HOME,Y24H6056125P02S01,555,Greater Shepparton (C),TO_WORK,Y24H6056125P02S01,570.0,Greater Shepparton (C),Bicycle,Work Related,Place of work,555.0,570.0,5.82068,15.0,Bicycle,15.0,5.82068,15.0,174.843926152,Other,Shepparton SA4,174.843926152,0.0,0,No_WFH,104.142093653,50->54,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",174.843926152
Y24H6056137,Y24H6056137P01,Y24H6056137P01JTW1073,Weekday,FROM_HOME,Y24H6056137P01S01,394,Greater Shepparton (C),TO_WORK,Y24H6056137P01S01,407.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,394.0,407.0,14.82878,13.0,Vehicle Driver,13.0,14.82878,13.0,101.691394831,Other,Shepparton SA4,101.691394831,0.0,0,No_WFH,101.691394831,60->64,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",101.691394831
Y24H6056142,Y24H6056142P01,Y24H6056142P01JTW1074,Weekend,FROM_HOME,Y24H6056142P01S01,375,Greater Shepparton (C),TO_WORK,Y24H6056142P01S01,384.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,375.0,384.0,8.59707,9.0,Vehicle Driver,9.0,8.59707,9.0,118.828710074,Other,Shepparton SA4,118.828710074,0.0,0,No_WFH,118.828710074,60->64,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",118.828710074
Y24H6056201,Y24H6056201P01,Y24H6056201P01JTW1075,Weekday,FROM_HOME,Y24H6056201P01S01,355,Moira (S),TO_WORK,Y24H6056201P01S01,357.0,Moira (S),Vehicle Driver,Work Related,Place of work,355.0,357.0,0.23054,2.0,Vehicle Driver,2.0,0.23054,2.0,301.741676351,Other,Shepparton SA4,301.741676351,0.0,0,No_WFH,301.741676351,60->64,Female,Full Licence,Employer,"$650-$799 ($33,800-$41,599)",301.741676351
Y24H6056201,Y24H6056201P02,Y24H6056201P02JTW1076,Weekday,FROM_HOME,Y24H6056201P02S01,385,Moira (S),TO_WORK,Y24H6056201P02S01,388.0,Moira (S),Walking,Work Related,Place of work,385.0,388.0,0.23054,3.0,Walking,3.0,0.23054,3.0,253.430431074,Other,Shepparton SA4,253.430431074,0.0,0,No_WFH,253.430431074,50->54,Male,Full Licence,Paid Employee,"$650-$799 ($33,800-$41,599)",253.430431074
Y24H6056201,Y24H6056201P03,Y24H6056201P03JTW1077,Weekday,FROM_HOME,Y24H6056201P03S01,510,Moira (S),TO_WORK,Y24H6056201P03S01,515.0,Moira (S),Vehicle Driver,Work Related,Place of work,510.0,515.0,0.23054,5.0,Vehicle Driver,5.0,0.23054,5.0,325.819034134,Other,Shepparton SA4,325.819034134,0.0,0,No_WFH,325.819034134,20->24,Male,Green Probationary Licence,Paid Employee,"$650-$799 ($33,800-$41,599)",325.819034134
Y24H6056213,Y24H6056213P02,Y24H6056213P02JTW1078,Weekend,FROM_HOME,Y24H6056213P02S01,510,Moira (S),TO_WORK,Y24H6056213P02S01,525.0,Moira (S),Vehicle Passenger,Work Related,Place of work,510.0,525.0,19.39657,15.0,Vehicle Passenger,15.0,19.39657,15.0,146.562735324,Other,Shepparton SA4,146.562735324,0.0,0,No_WFH,146.562735324,55->59,Female,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",146.562735324
Y24H6056230,Y24H6056230P01,Y24H6056230P01JTW1079,Weekday,FROM_HOME,Y24H6056230P01S04,1307,Moira (S),TO_WORK,Y24H6056230P01S04,1316.0,Interstate,Vehicle Driver,Work Related,Place of work,1307.0,1316.0,-2.0,9.0,Vehicle Driver,9.0,-2.0,9.0,94.11929268,Other,Shepparton SA4,94.11929268,0.0,0,No_WFH,94.11929268,60->64,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",94.11929268
Y24H6056230,Y24H6056230P02,Y24H6056230P02JTW1080,Weekday,FROM_HOME,Y24H6056230P02S01,398,Moira (S),TO_WORK,Y24H6056230P02S01,405.0,Interstate,Vehicle Driver,Work Related,Place of work,398.0,405.0,-2.0,7.0,Vehicle Driver,7.0,-2.0,7.0,74.312802182,Other,Shepparton SA4,74.312802182,0.0,0,No_WFH,74.312802182,60->64,Female,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",74.312802182
Y24H6056237,Y24H6056237P01,Y24H6056237P01JTW1081,Weekday,FROM_HOME,Y24H6056237P01S01,450,Moira (S),TO_WORK,Y24H6056237P01S01,465.0,Moira (S),Bicycle,Work Related,Place of work,450.0,465.0,3.63581,15.0,Bicycle,15.0,3.63581,15.0,110.957493444,Other,Shepparton SA4,110.957493444,0.0,0,No_WFH,110.957493444,50->54,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",110.957493444
Y24H6056237,Y24H6056237P02,Y24H6056237P02JTW1082,Weekday,FROM_HOME,Y24H6056237P02S01,504,Moira (S),TO_WORK,Y24H6056237P02S02,535.0,Moira (S),Vehicle Driver,Pick-up or Drop-off Someone,Sport and Recreation venue,504.0,509.0,2.1738,5.0,Vehicle Driver,31.0,47.18898,31.0,428.701204967,Other,Shepparton SA4,428.701204967,0.0,0,No_WFH,428.701204967,45->49,Female,Full Licence,Self-Employed,"$1,000-$1,249 ($52,000-$64,999)",428.701204967
Y24H6056237,Y24H6056237P03,Y24H6056237P03JTW1083,Weekday,FROM_HOME,Y24H6056237P03S01,320,Moira (S),TO_WORK,Y24H6056237P03S01,350.0,Interstate,Vehicle Driver,Work Related,Place of work,320.0,350.0,-2.0,30.0,Vehicle Driver,30.0,-2.0,30.0,277.945320117,Other,Shepparton SA4,277.945320117,0.0,0,No_WFH,165.552262496,20->24,Female,Full Licence,Paid Employee,"$650-$799 ($33,800-$41,599)",277.945320117
Y24H6060103,Y24H6060103P01,Y24H6060103P01JTW1084,Weekday,FROM_HOME,Y24H6060103P01S01,480,Kingston (C),TO_WORK,Y24H6060103P01S01,520.0,Frankston (C),Vehicle Driver,Work Related,Place of work,480.0,520.0,27.88644,40.0,Vehicle Driver,40.0,27.88644,40.0,363.974198841,MELB - Middle,Greater Melbourne,363.974198841,0.0,0,No_WFH,363.974198841,65->69,Female,Full Licence,Paid Employee,"$650-$799 ($33,800-$41,599)",363.974198841
Y24H6060109,Y24H6060109P01,Y24H6060109P01JTW1085,Weekday,FROM_HOME,Y24H6060109P01S01,480,Kingston (C),TO_WORK,Y24H6060109P01S05,544.0,Melbourne (C),Walking,Change Mode,Transport Feature,480.0,482.0,0.22371,2.0,Train,56.0,27.80094,64.0,425.70156753,MELB - Middle,Greater Melbourne,425.70156753,2.0,1,Occasional_WFH,425.70156753,60->64,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",425.70156753
Y24H6060109,Y24H6060109P02,Y24H6060109P02JTW1086,Weekday,FROM_HOME,Y24H6060109P02S01,485,Kingston (C),TO_WORK,Y24H6060109P02S05,555.0,Melbourne (C),Walking,Change Mode,Transport Feature,485.0,488.0,0.21968,3.0,Train,50.0,27.27743,70.0,473.332134782,MELB - Middle,Greater Melbourne,473.332134782,2.0,1,Occasional_WFH,473.332134782,55->59,Female,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",473.332134782
Y24H6060109,Y24H6060109P03,Y24H6060109P03JTW1087,Weekday,FROM_HOME,Y24H6060109P03S01,420,Kingston (C),TO_WORK,Y24H6060109P03S05,510.0,Stonnington (C),Walking,Change Mode,Transport Feature,420.0,423.0,0.21968,3.0,Train,41.0,20.4441,90.0,367.941101528,MELB - Middle,Greater Melbourne,367.941101528,0.0,0,No_WFH,367.941101528,20->24,Female,No Car Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",367.941101528
Y24H6060110,Y24H6060110P01,Y24H6060110P01JTW1088,Weekday,FROM_HOME,Y24H6060110P01S01,453,Kingston (C),TO_WORK,Y24H6060110P01S04,540.0,Greater Dandenong (C),Walking,Buy Something,Entertainment venue,453.0,460.0,0.32348,7.0,Public Bus,82.0,16.92678,87.0,528.684923945,MELB - Middle,Greater Melbourne,528.684923945,4.0,1,Frequent_WFH,528.684923945,25->29,Female,Learners Permit,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",528.684923945
Y24H6060111,Y24H6060111P01,Y24H6060111P01JTW1089,Weekday,FROM_HOME,Y24H6060111P01S01,440,Kingston (C),TO_WORK,Y24H6060111P01S01,480.0,Port Phillip (C),Vehicle Passenger,Work Related,Place of work,440.0,480.0,25.97569,40.0,Vehicle Passenger,40.0,25.97569,40.0,430.555246769,MELB - Middle,Greater Melbourne,430.555246769,2.0,1,Occasional_WFH,430.555246769,45->49,Female,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",430.555246769
Y24H6060201,Y24H6060201P02,Y24H6060201P02JTW1090,Weekday,FROM_HOME,Y24H6060201P02S01,448,Whitehorse (C),TO_WORK,Y24H6060201P02S01,480.0,Yarra Ranges (S),Vehicle Passenger,Work Related,Place of education,448.0,480.0,26.6027,32.0,Vehicle Passenger,32.0,26.6027,32.0,630.607751306,MELB - Middle,Greater Melbourne,630.607751306,0.0,0,No_WFH,630.607751306,30->34,Female,Learners Permit,Paid Employee,"$650-$799 ($33,800-$41,599)",630.607751306
Y24H6060203,Y24H6060203P02,Y24H6060203P02JTW1091,Weekday,FROM_HOME,Y24H6060203P02S01,495,Whitehorse (C),TO_WORK,Y24H6060203P02S07,577.0,Yarra (C),Walking,Change Mode,Transport Feature,495.0,500.0,0.14322,5.0,Train,69.0,25.491110000000003,82.0,805.396747252,MELB - Middle,Greater Melbourne,805.396747252,5.0,1,Full_WFH,805.396747252,30->34,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",805.396747252
Y24H6060204,Y24H6060204P01,Y24H6060204P01JTW1092,Weekday,FROM_HOME,Y24H6060204P01S01,900,Whitehorse (C),TO_WORK,Y24H6060204P01S05,965.0,Boroondara (C),Walking,Change Mode,Transport Feature,900.0,910.0,0.30428,10.0,Train,55.0,14.53774,65.0,937.591438092,MELB - Middle,Greater Melbourne,937.591438092,0.0,0,No_WFH,937.591438092,30->34,Female,Learners Permit,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",937.591438092
Y24H6060205,Y24H6060205P02,Y24H6060205P02JTW1093,Weekday,FROM_HOME,Y24H6060205P02S01,390,Whitehorse (C),TO_WORK,Y24H6060205P02S01,420.0,Casey (C),Vehicle Driver,Work Related,Place of work,390.0,420.0,24.40019,30.0,Vehicle Driver,30.0,24.40019,30.0,1682.042820114,MELB - Middle,Greater Melbourne,1682.042820114,0.0,0,No_WFH,1477.918397403,40->44,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",1682.042820114
Y24H6060226,Y24H6060226P01,Y24H6060226P01JTW1094,Weekday,FROM_HOME,Y24H6060226P01S01,510,Whitehorse (C),TO_WORK,Y24H6060226P01S01,550.0,Stonnington (C),Vehicle Driver,Work Related,Place of work,510.0,550.0,12.51358,40.0,Vehicle Driver,40.0,12.51358,40.0,1334.103320153,MELB - Middle,Greater Melbourne,1334.103320153,0.0,0,No_WFH,1334.103320153,65->69,Female,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",1334.103320153
Y24H6060308,Y24H6060308P01,Y24H6060308P01JTW1095,Weekday,FROM_HOME,Y24H6060308P01S01,637,Moreland (C),TO_WORK,Y24H6060308P01S01,661.0,Melbourne (C),Bicycle,Work Related,Place of work,637.0,661.0,5.30982,24.0,Bicycle,24.0,5.30982,24.0,719.877515047,MELB - Inner,Greater Melbourne,719.877515047,0.0,0,No_WFH,719.877515047,25->29,Male,No Car Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",719.877515047
Y24H6060326,Y24H6060326P01,Y24H6060326P01JTW1096,Weekday,FROM_HOME,Y24H6060326P01S01,525,Moreland (C),TO_WORK,Y24H6060326P01S01,535.0,Moreland (C),Vehicle Driver,Work Related,Place of work,525.0,535.0,1.68677,10.0,Vehicle Driver,10.0,1.68677,10.0,633.752436787,MELB - Inner,Greater Melbourne,633.752436787,0.0,0,No_WFH,377.481260444,50->54,Female,Full Licence,Employer,"$1,500-$1,749 ($78,000-$90,999)",633.752436787
Y24H6060326,Y24H6060326P02,Y24H6060326P02JTW1097,Weekday,FROM_HOME,Y24H6060326P02S01,525,Moreland (C),TO_WORK,Y24H6060326P02S01,535.0,Moreland (C),Vehicle Passenger,Work Related,Place of work,525.0,535.0,1.68677,10.0,Vehicle Passenger,10.0,1.68677,10.0,937.996783928,MELB - Inner,Greater Melbourne,937.996783928,0.0,0,No_WFH,558.697983215,45->49,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",937.996783928
Y24H6060334,Y24H6060334P02,Y24H6060334P02JTW1098,Weekend,FROM_HOME,Y24H6060334P02S01,319,Moreland (C),TO_WORK,Y24H6060334P02S01,326.0,Darebin (C),Vehicle Driver,Work Related,Place of work,319.0,326.0,2.48642,7.0,Vehicle Driver,7.0,2.48642,7.0,1629.675546616,MELB - Inner,Greater Melbourne,1629.675546616,0.0,0,No_WFH,1629.675546616,30->34,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",1629.675546616
Y24H6060339,Y24H6060339P01,Y24H6060339P01JTW1099,Weekday,FROM_HOME,Y24H6060339P01S01,420,Moreland (C),TO_WORK,Y24H6060339P01S03,460.0,Melbourne (C),Walking,Change Mode,Transport Feature,420.0,421.0,0.09115,1.0,Tram,36.0,7.24024,40.0,816.879087974,MELB - Inner,Greater Melbourne,816.879087974,0.0,0,No_WFH,486.556784417,25->29,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",816.879087974
Y24H6060416,Y24H6060416P04,Y24H6060416P04JTW1100,Weekday,FROM_HOME,Y24H6060416P04S01,338,Hume (C),TO_WORK,Y24H6060416P04S01,351.0,Hume (C),Vehicle Driver,Work Related,Place of work,338.0,351.0,11.26714,13.0,Vehicle Driver,13.0,11.26714,13.0,2166.462335183,MELB - Outer,Greater Melbourne,2166.462335183,0.0,0,No_WFH,2166.462335183,50->54,Male,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",2166.462335183
Y24H6066102,Y24H6066102P02,Y24H6066102P02JTW1101,Weekday,FROM_HOME,Y24H6066102P02S01,494,Greater Shepparton (C),TO_WORK,Y24H6066102P02S01,550.0,Greater Shepparton (C),School Bus,Work Related,Place of work,494.0,550.0,5.73617,56.0,School Bus,56.0,5.73617,56.0,119.168511876,Other,Shepparton SA4,119.168511876,0.0,0,No_WFH,119.168511876,50->54,Female,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",119.168511876
Y24H6066109,Y24H6066109P02,Y24H6066109P02JTW1102,Weekday,FROM_HOME,Y24H6066109P02S01,510,Greater Shepparton (C),TO_WORK,Y24H6066109P02S02,540.0,Greater Shepparton (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,510.0,520.0,2.98445,10.0,Vehicle Driver,25.0,5.0572,30.0,269.38000027,Other,Shepparton SA4,269.38000027,0.0,0,No_WFH,269.38000027,30->34,Female,Full Licence,Paid Employee,"$650-$799 ($33,800-$41,599)",269.38000027
Y24H6066110,Y24H6066110P02,Y24H6066110P02JTW1103,Weekday,FROM_HOME,Y24H6066110P02S01,480,Greater Shepparton (C),TO_WORK,Y24H6066110P02S01,490.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,480.0,490.0,6.24535,10.0,Vehicle Driver,10.0,6.24535,10.0,267.126189967,Other,Shepparton SA4,267.126189967,0.0,0,No_WFH,267.126189967,45->49,Female,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",267.126189967
Y24H6066131,Y24H6066131P01,Y24H6066131P01JTW1104,Weekday,FROM_HOME,Y24H6066131P01S01,664,Greater Shepparton (C),TO_WORK,Y24H6066131P01S01,678.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,664.0,678.0,8.3006,14.0,Vehicle Driver,14.0,8.3006,14.0,186.693184871,Other,Shepparton SA4,186.693184871,0.0,0,No_WFH,111.199854471,30->34,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",186.693184871
Y24H6066131,Y24H6066131P02,Y24H6066131P02JTW1105,Weekday,FROM_HOME,Y24H6066131P02S01,506,Greater Shepparton (C),TO_WORK,Y24H6066131P02S01,515.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,506.0,515.0,4.22187,9.0,Vehicle Driver,9.0,4.22187,9.0,78.720877358,Other,Shepparton SA4,78.720877358,0.0,0,No_WFH,78.720877358,30->34,Female,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",78.720877358
Y24H6066135,Y24H6066135P01,Y24H6066135P01JTW1106,Weekend,FROM_HOME,Y24H6066135P01S01,810,Greater Shepparton (C),TO_WORK,Y24H6066135P01S01,840.0,Moira (S),Vehicle Driver,Work Related,Place of work,810.0,840.0,50.01155,30.0,Vehicle Driver,30.0,50.01155,30.0,953.435297268,Other,Shepparton SA4,953.435297268,0.0,0,No_WFH,953.435297268,45->49,Male,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",953.435297268
Y24H6066137,Y24H6066137P02,Y24H6066137P02JTW1107,Weekday,FROM_HOME,Y24H6066137P02S10,1284,Greater Shepparton (C),TO_WORK,Y24H6066137P02S10,1289.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,1284.0,1289.0,2.64705,5.0,Vehicle Driver,5.0,2.64705,5.0,301.19491488,Other,Shepparton SA4,301.19491488,0.0,0,No_WFH,301.19491488,45->49,Female,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",301.19491488
Y24H6066138,Y24H6066138P01,Y24H6066138P01JTW1108,Weekday,FROM_HOME,Y24H6066138P01S01,420,Greater Shepparton (C),TO_WORK,Y24H6066138P01S01,435.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,420.0,435.0,6.51097,15.0,Vehicle Driver,15.0,6.51097,15.0,108.818196118,Other,Shepparton SA4,108.818196118,0.0,0,No_WFH,108.818196118,60->64,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",108.818196118
Y24H6066139,Y24H6066139P01,Y24H6066139P01JTW1109,Weekday,FROM_HOME,Y24H6066139P01S01,552,Greater Shepparton (C),TO_WORK,Y24H6066139P01S01,564.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,552.0,564.0,6.66709,12.0,Vehicle Driver,12.0,6.66709,12.0,253.596290859,Other,Shepparton SA4,253.596290859,0.0,0,No_WFH,253.596290859,45->49,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",253.596290859
Y24H6066202,Y24H6066202P01,Y24H6066202P01JTW1110,Weekday,FROM_HOME,Y24H6066202P01S01,490,Greater Shepparton (C),TO_WORK,Y24H6066202P01S02,507.0,Greater Shepparton (C),Vehicle Driver,Change Mode,Transport Feature,490.0,499.0,3.13697,9.0,Vehicle Driver,16.0,3.67985,17.0,73.279193834,Other,Shepparton SA4,73.279193834,0.0,0,No_WFH,73.279193834,30->34,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",73.279193834
Y24H6066206,Y24H6066206P01,Y24H6066206P01JTW1111,Weekend,FROM_HOME,Y24H6066206P01S01,345,Greater Shepparton (C),TO_WORK,Y24H6066206P01S01,465.0,Interstate,Vehicle Driver,Work Related,Place of work,345.0,465.0,-2.0,120.0,Vehicle Driver,98.81999999999994,-2.0,120.0,141.261895795,Other,Shepparton SA4,141.261895795,0.0,0,No_WFH,141.261895795,40->44,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",141.261895795
Y24H6066209,Y24H6066209P02,Y24H6066209P02JTW1112,Weekday,FROM_HOME,Y24H6066209P02S01,473,Greater Shepparton (C),TO_WORK,Y24H6066209P02S01,477.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,473.0,477.0,1.52878,4.0,Vehicle Driver,4.0,1.52878,4.0,84.487005212,Other,Shepparton SA4,84.487005212,0.0,0,No_WFH,84.487005212,35->39,Female,Full Licence,Paid Employee,"$500-$649 ($26,000-$33,799)",84.487005212
Y24H6066218,Y24H6066218P01,Y24H6066218P01JTW1113,Weekday,FROM_HOME,Y24H6066218P01S01,435,Greater Shepparton (C),TO_WORK,Y24H6066218P01S01,450.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,435.0,450.0,7.11534,15.0,Vehicle Driver,15.0,7.11534,15.0,161.909978241,Other,Shepparton SA4,161.909978241,0.0,0,No_WFH,161.909978241,50->54,Male,Full Licence,Employer,"$650-$799 ($33,800-$41,599)",161.909978241
Y24H6066218,Y24H6066218P02,Y24H6066218P02JTW1114,Weekday,FROM_HOME,Y24H6066218P02S01,510,Greater Shepparton (C),TO_WORK,Y24H6066218P02S02,540.0,Greater Shepparton (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,510.0,520.0,3.04413,10.0,Vehicle Driver,30.0,7.2027,30.0,272.474293849,Other,Shepparton SA4,272.474293849,0.0,0,No_WFH,162.293561193,50->54,Female,Full Licence,Employer,"$3,000-$3,499 ($156,000-$181,999)",272.474293849
Y24H6066221,Y24H6066221P02,Y24H6066221P02JTW1115,Weekend,FROM_HOME,Y24H6066221P02S01,620,Greater Shepparton (C),TO_WORK,Y24H6066221P02S01,630.0,Greater Shepparton (C),Vehicle Passenger,Work Related,Place of work,620.0,630.0,3.52719,10.0,Vehicle Passenger,10.0,3.52719,10.0,249.528862249,Other,Shepparton SA4,249.528862249,0.0,0,No_WFH,148.626599239,70->74,Female,No Car Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",249.528862249
Y24H6066221,Y24H6066221P03,Y24H6066221P03JTW1116,Weekend,FROM_HOME,Y24H6066221P03S01,980,Greater Shepparton (C),TO_WORK,Y24H6066221P03S01,985.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,980.0,985.0,3.52244,5.0,Vehicle Driver,5.0,3.52244,5.0,114.158276999,Other,Shepparton SA4,114.158276999,0.0,0,No_WFH,114.158276999,30->34,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",114.158276999
Y24H6066232,Y24H6066232P01,Y24H6066232P01JTW1117,Weekday,FROM_HOME,Y24H6066232P01S01,455,Greater Shepparton (C),TO_WORK,Y24H6066232P01S01,462.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,455.0,462.0,1.71722,7.0,Vehicle Driver,7.0,1.71722,7.0,494.55945683,Other,Shepparton SA4,494.55945683,0.0,0,No_WFH,294.5739003,60->64,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",494.55945683
Y24H6066232,Y24H6066232P02,Y24H6066232P02JTW1118,Weekday,FROM_HOME,Y24H6066232P02S01,447,Greater Shepparton (C),TO_WORK,Y24H6066232P02S01,496.0,Benalla (RC),Vehicle Driver,Work Related,Place of work,447.0,496.0,72.64626,49.0,Vehicle Driver,49.0,72.64626,49.0,270.410762215,Other,Shepparton SA4,270.410762215,0.0,0,No_WFH,270.410762215,55->59,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",270.410762215
Y24H6070104,Y24H6070104P01,Y24H6070104P01JTW1119,Weekday,FROM_HOME,Y24H6070104P01S01,750,Casey (C),TO_WORK,Y24H6070104P01S01,810.0,Maroondah (C),Vehicle Passenger,Work Related,Place of work,750.0,810.0,37.77922,60.0,Vehicle Passenger,60.0,37.77922,60.0,1101.389225701,MELB - Outer,Greater Melbourne,1101.389225701,0.0,0,No_WFH,656.019241939,50->54,Male,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",1101.389225701
Y24H6070104,Y24H6070104P02,Y24H6070104P02JTW1120,Weekday,FROM_HOME,Y24H6070104P02S01,360,Casey (C),TO_WORK,Y24H6070104P02S01,405.0,Monash (C),Vehicle Driver,Work Related,Place of work,360.0,405.0,28.52387,45.0,Vehicle Driver,45.0,28.52387,45.0,613.572983089,MELB - Outer,Greater Melbourne,613.572983089,0.0,0,No_WFH,613.572983089,40->44,Female,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",613.572983089
Y24H6070109,Y24H6070109P01,Y24H6070109P01JTW1121,Weekday,FROM_HOME,Y24H6070109P01S01,330,Casey (C),TO_WORK,Y24H6070109P01S01,360.0,Greater Dandenong (C),Vehicle Driver,Work Related,Place of work,330.0,360.0,19.26086,30.0,Vehicle Driver,30.0,19.26086,30.0,1891.655095436,MELB - Outer,Greater Melbourne,1891.655095436,0.0,0,No_WFH,1126.724424717,30->34,Male,Full Licence,Employer,"$1,500-$1,749 ($78,000-$90,999)",1891.655095436
Y24H6070109,Y24H6070109P03,Y24H6070109P03JTW1122,Weekday,FROM_HOME,Y24H6070109P03S01,330,Casey (C),TO_WORK,Y24H6070109P03S01,360.0,Greater Dandenong (C),Vehicle Passenger,Work Related,Place of work,330.0,360.0,19.26086,30.0,Vehicle Passenger,30.0,19.26086,30.0,1780.382142852,MELB - Outer,Greater Melbourne,1780.382142852,0.0,0,No_WFH,1060.447039485,20->24,Male,Green Probationary Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",1780.382142852
