persid,hhid,persno,travdow,agegroup,sex,relationship,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,anzsco1,anzsco2,anzsic1,anzsic2,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight,perspoststratweight_GROUP_1,perspoststratweight_GROUP_2,perspoststratweight_GROUP_3,perspoststratweight_GROUP_4,perspoststratweight_GROUP_5,perspoststratweight_GROUP_6,perspoststratweight_GROUP_7,perspoststratweight_GROUP_8,perspoststratweight_GROUP_9,perspoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,weight,wfh_intensity_weekdays,wfh_intensity_weekends,wfh_intensity_total,wfh_intensity,wfh_adopter,wfh_category,is_worker,hhsize,dwelltype,totalvehs,hhinc_group,homelga,hhpoststratweight,analysis_weight,weight_source
Y24H5800237P01,Y24H5800237,1,Tuesday,55->59,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Specialist Managers,Other Services,Personal and Other Services,At Home,4,"$3,000-$3,499 ($156,000-$181,999)",Yes,1,1,1,0,1,0,0,1,Not applicable,No,No,No,763.351725209,751.695523369,686.448618194,666.22742801,698.212611583,791.993235095,2623.332134944,1043.284378144,0.0,690.653615973,753.126129449,MELB - Middle,Greater Melbourne,Weekday,763.351725209,4,0,4,4,1,Frequent_WFH,1,4,Terrace or Townhouse,4,"$6,000-$7,999 ($312,000-$415,999)",Whitehorse (C),1004.031937,763.351725209,perspoststratweight
Y24H5800237P02,Y24H5800237,2,Tuesday,25->29,Female,Child,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Clerical and Administrative Workers,Other Clerical and Administrative Workers,Public Administration and Safety,Public Administration,At Home,8,"$1,250-$1,499 ($65,000-$77,999)",No,0,0,0,0,0,0,0,1,Not applicable,No,No,No,797.484219931,857.981361331,533.300923702,733.352724186,761.678643792,896.027356167,2863.767815582,1018.024688347,0.0,664.33421573,791.805742879,MELB - Middle,Greater Melbourne,Weekday,797.484219931,0,0,0,0,1,No_WFH,1,4,Terrace or Townhouse,4,"$6,000-$7,999 ($312,000-$415,999)",Whitehorse (C),1004.031937,797.484219931,perspoststratweight
Y24H5800237P03,Y24H5800237,3,Tuesday,20->24,Female,Child,Full Licence,No,No,No,No,Yes,No,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Sales Workers,Sales Assistants and Salespersons,Retail Trade,Other Store-Based Retailing,At Home,4,"$650-$799 ($33,800-$41,599)",No,0,0,0,0,0,0,0,0,Not applicable,Yes,No,Yes,1012.283941335,1080.597930618,910.161676562,914.74181423,950.060916024,1029.276520155,2954.402069837,1252.201676248,0.0,793.208584698,1002.497516454,MELB - Middle,Greater Melbourne,Weekday,1012.283941335,0,0,0,0,0,No_WFH,1,4,Terrace or Townhouse,4,"$6,000-$7,999 ($312,000-$415,999)",Whitehorse (C),1004.031937,1012.283941335,perspoststratweight
Y24H5800237P04,Y24H5800237,4,Tuesday,20->24,Female,Child,Green Probationary Licence,No,No,No,No,Yes,No,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Clerical and Administrative Workers,Inquiry Clerks and Receptionists,Health Care and Social Assistance,Residential Care Services,At Home,12,"$1,000-$1,249 ($52,000-$64,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,Yes,Yes,1012.283941335,1080.597930618,910.161676562,914.74181423,950.060916024,1029.276520155,2954.402069837,1252.201676248,0.0,793.208584698,1002.497516454,MELB - Middle,Greater Melbourne,Weekday,1012.283941335,0,0,0,0,0,No_WFH,1,4,Terrace or Townhouse,4,"$6,000-$7,999 ($312,000-$415,999)",Whitehorse (C),1004.031937,1012.283941335,perspoststratweight
Y24H5800239P01,Y24H5800239,1,Thursday,45->49,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Construction,Building Construction,At Home,11,"$500-$649 ($26,000-$33,799)",Yes,0,0,0,0,1,0,0,1,Full Adult,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,732.672877293,720.413055524,641.143448302,836.505912022,746.059210724,752.365403545,1512.405512163,858.219761726,0.0,728.897162117,725.830472952,MELB - Middle,Greater Melbourne,Weekday,732.672877293,1,0,1,1,1,Occasional_WFH,1,4,Terrace or Townhouse,1,"$500-$649 ($26,000-$33,799)",Whitehorse (C),486.8149711,732.672877293,perspoststratweight
Y24H5800308P01,Y24H5800308,1,Monday,60->64,Female,Self,No Car Licence,No,No,Yes,No,Yes,No,Yes,No Study,Volunteer,Part-time Work,Paid Employee,Clerical and Administrative Workers,Other Clerical and Administrative Workers,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,0,"$800-$999 ($41,600-$51,999)",Yes,1,1,1,1,1,0,0,1,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1693.298526092,1506.281831064,2023.139122265,1700.698570338,1742.698314785,1914.253115599,0.0,1942.865003639,1968.489274749,1857.314426365,2684.544270488,MELB - Inner,Greater Melbourne,Weekday,1693.298526092,5,0,5,5,1,Full_WFH,1,2,"Unit, Flat or Apartment",0,"$400-$499 ($20,800-$25,999)",Melbourne (C),3272.286383,1693.298526092,perspoststratweight
Y24H5800308P02,Y24H5800308,2,Monday,30->34,Female,Child,Learners Permit,No,No,No,No,Yes,No,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,3,"$400-$499 ($20,800-$25,999)",Yes,1,1,1,1,0,0,0,1,Missing/Refused,Missing/Refused,Missing/Refused,Missing/Refused,2960.976556038,3085.777476331,3385.626793921,3243.178947571,2958.63135843,4375.33004682,0.0,2592.990792406,3695.995109453,2864.729768523,4142.205426497,MELB - Inner,Greater Melbourne,Weekday,2960.976556038,4,0,4,4,1,Frequent_WFH,1,2,"Unit, Flat or Apartment",0,"$400-$499 ($20,800-$25,999)",Melbourne (C),3272.286383,2960.976556038,perspoststratweight
Y24H5800322P01,Y24H5800322,1,Monday,25->29,Male,Self,Full Licence,Yes,No,No,Yes,No,No,Yes,Part-time TAFE/Uni,Volunteer,Full-time Work,Paid Employee,Sales Workers,Sales Representatives and Agents,Professional Scientific and Technical Services,Computer System Design and Related Services,At Home,3,"$2,000-$2,999 ($104,000-$155,999)",Yes,0,1,1,1,1,0,0,0,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,4644.239030501,4695.527894647,5668.09685873,4987.751391178,4559.194537767,0.0,4938.836329427,4153.832766875,6267.30267438,5077.98018066,6145.997409841,MELB - Inner,Greater Melbourne,Weekday,4644.239030501,4,0,4,4,1,Frequent_WFH,1,1,"Unit, Flat or Apartment",0,"$2,500-$2,999 ($130,000-$155,999)",Melbourne (C),4031.853042,4644.239030501,perspoststratweight
Y24H5800338P01,Y24H5800338,1,Wednesday,35->39,Male,Self,Full Licence,No,No,No,No,No,Yes,Yes,Something Else,No other activity,Casual Work,Paid Employee,Labourers,Cleaners and Laundry Workers,Other Services,Personal and Other Services,At Home,8,"$2,000-$2,999 ($104,000-$155,999)",No,0,0,0,0,0,0,0,0,Full Adult,Missing/Refused,Missing/Refused,Missing/Refused,2452.033659451,2538.511756568,2500.341698587,2280.395623706,2532.042426511,0.0,2413.57289296,2605.985893666,2296.666776613,2523.233228678,2845.95022649,MELB - Inner,Greater Melbourne,Weekday,2452.033659451,0,0,0,0,0,No_WFH,1,3,"Unit, Flat or Apartment",0,"$400-$499 ($20,800-$25,999)",Melbourne (C),3061.929827,2452.033659451,perspoststratweight
Y24H5800338P02,Y24H5800338,2,Wednesday,30->34,Female,Spouse,Full Licence,No,No,No,No,No,Yes,Yes,Something Else,No other activity,Casual Work,Paid Employee,Labourers,Cleaners and Laundry Workers,Other Services,Personal and Other Services,At Home,0,"$150-$299 ($7,800-$15,599)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,2813.637700726,2869.519236343,2744.224001581,2930.07017222,2772.364437185,0.0,3245.596958619,2601.918437191,3162.343015384,2658.97638435,2951.49209805,MELB - Inner,Greater Melbourne,Weekday,2813.637700726,0,0,0,0,0,No_WFH,1,3,"Unit, Flat or Apartment",0,"$400-$499 ($20,800-$25,999)",Melbourne (C),3061.929827,2813.637700726,perspoststratweight
Y24H5800338P03,Y24H5800338,3,Wednesday,25->29,Male,Unrelated,Full Licence,No,No,No,No,No,Yes,Yes,Something Else,No other activity,Casual Work,Paid Employee,Labourers,Cleaners and Laundry Workers,Other Services,Personal and Other Services,At Home,6,"$150-$299 ($7,800-$15,599)",No,0,0,0,0,0,0,0,0,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,3581.742670178,3345.704704371,3416.505624276,3710.396347135,3509.171438662,0.0,3510.176868289,3649.650932924,4233.807324134,3707.22438734,3667.487756343,MELB - Inner,Greater Melbourne,Weekday,3581.742670178,0,0,0,0,0,No_WFH,1,3,"Unit, Flat or Apartment",0,"$400-$499 ($20,800-$25,999)",Melbourne (C),3061.929827,3581.742670178,perspoststratweight
Y24H5800406P01,Y24H5800406,1,Saturday,50->54,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,MANAGERS (NEC),Wholesale Trade,Machinery and Equipment Wholesaling,At Home,0,"$1,000-$1,249 ($52,000-$64,999)",Missing/Refused,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1453.093004091,1445.574260272,2960.574328924,0.0,1535.798066751,1403.389683554,1695.664105571,1573.922263075,1823.225069574,1212.061377228,1203.810499707,MELB - Middle,Greater Melbourne,Weekend,1453.093004091,0,0,0,0,0,No_WFH,1,5,Separate House,2,"$1,500-$1,749 ($78,000-$90,999)",Merri-bek (C),1185.268256,1453.093004091,perspoststratweight
Y24H5800406P03,Y24H5800406,3,Saturday,20->24,Male,Child,Green Probationary Licence,No,No,No,No,No,Yes,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Clerical and Administrative Workers,Other Clerical and Administrative Workers,Agriculture Forestry and Fishing,Agriculture,At Home,0,"$400-$499 ($20,800-$25,999)",Missing/Refused,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1510.110116961,1442.941536969,2179.279711579,0.0,1470.019590479,1560.729429212,1775.708011613,2950.086381486,1726.799844613,1366.327420501,1308.746034044,MELB - Middle,Greater Melbourne,Weekend,1510.110116961,0,0,0,0,0,No_WFH,1,5,Separate House,2,"$1,500-$1,749 ($78,000-$90,999)",Merri-bek (C),1185.268256,1510.110116961,perspoststratweight
Y24H5800406P04,Y24H5800406,4,Saturday,15->19,Female,Child,Red Probationary Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Professionals,Legal Social and Welfare Professionals,Electricity Gas Water and Waste Services,Electricity Gas Water and Waste Services (NEC),At Home,0,Nil income,Missing/Refused,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,670.716870532,746.480461934,1225.477862772,0.0,541.190397379,729.239336248,916.771158661,1027.65454176,817.179557733,469.801504821,459.644264621,MELB - Middle,Greater Melbourne,Weekend,670.716870532,0,0,0,0,0,No_WFH,1,5,Separate House,2,"$1,500-$1,749 ($78,000-$90,999)",Merri-bek (C),1185.268256,670.716870532,perspoststratweight
Y24H5800407P01,Y24H5800407,1,Sunday,30->34,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Manufacturing,Basic Chemical and Chemical Product Manufacturing,At another location,5,"$2,000-$2,999 ($104,000-$155,999)",Yes,0,0,1,0,0,0,0,0,Not applicable,No,No,No,562.348701503,532.288750368,751.332568068,0.0,468.688133062,567.44016534,678.667725571,804.713508348,610.718253608,530.449108838,647.284012227,MELB - Middle,Greater Melbourne,Weekend,562.348701503,1,0,1,1,1,Occasional_WFH,1,2,Separate House,1,"$5,000-$5,999 ($260,000-$311,999)",Merri-bek (C),954.551602,562.348701503,perspoststratweight
Y24H5800407P02,Y24H5800407,2,Sunday,30->34,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,ICT Professionals,Public Administration and Safety,Defence,At another location,2,"$2,000-$2,999 ($104,000-$155,999)",Yes,0,0,0,0,1,0,0,0,Not applicable,No,No,No,470.929780076,432.837522515,717.552067514,0.0,444.99808573,395.974275564,578.508232922,611.056442177,566.400286766,448.865845245,544.197168598,MELB - Middle,Greater Melbourne,Weekend,470.929780076,1,0,1,1,1,Occasional_WFH,1,2,Separate House,1,"$5,000-$5,999 ($260,000-$311,999)",Merri-bek (C),954.551602,470.929780076,perspoststratweight
Y24H5800410P02,Y24H5800410,2,Wednesday,60->64,Female,Other relative,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Community and Personal Service Workers,Sports and Personal Service Workers,Health Care and Social Assistance,Residential Care Services,At Home,5,"$1,500-$1,749 ($78,000-$90,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,1539.712499874,1362.626772417,1997.203963775,0.0,917.366320744,1675.937278281,1745.935430938,2183.5480521,1635.503859318,1534.34327353,2071.266304299,MELB - Middle,Greater Melbourne,Weekday,1539.712499874,0,0,0,0,0,No_WFH,1,3,Separate House,3,"$4,500-$4,999 ($234,000-$259,999)",Merri-bek (C),2910.707848,1539.712499874,perspoststratweight
Y24H5800420P01,Y24H5800420,1,Saturday,50->54,Female,Self,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Labourers,Other Labourers,Public Administration and Safety,Public Order Safety and Regulatory Services,At Home,6,"$1,250-$1,499 ($65,000-$77,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,3493.320479627,3375.016111869,5518.042740274,0.0,4131.83616333,3191.203014478,3941.203329542,3952.276804455,4456.968613862,3293.76644963,2654.680195084,MELB - Middle,Greater Melbourne,Weekend,3493.320479627,0,0,0,0,0,No_WFH,1,1,Separate House,2,"$1,250-$1,499 ($65,000-$77,999)",Merri-bek (C),1988.114181,3493.320479627,perspoststratweight
Y24H5800421P01,Y24H5800421,1,Sunday,40->44,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Professional Scientific and Technical Services,Professional Scientific and Technical Services (Except Computer System Design and Related Services),At Home,6,"$3,000-$3,499 ($156,000-$181,999)",Yes,0,0,1,0,0,0,0,0,Not applicable,No,No,No,1125.638225141,1022.760567935,1229.07920678,0.0,931.15151042,1207.457704158,1392.410333771,1724.994255378,1246.883924328,1099.946401757,1201.854805659,MELB - Middle,Greater Melbourne,Weekend,1125.638225141,1,0,1,1,1,Occasional_WFH,1,2,Separate House,2,"$5,000-$5,999 ($260,000-$311,999)",Merri-bek (C),1355.610415,1125.638225141,perspoststratweight
Y24H5800421P02,Y24H5800421,2,Sunday,40->44,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,Volunteer,Full-time Work,Paid Employee,Clerical and Administrative Workers,Other Clerical and Administrative Workers,Health Care and Social Assistance,Hospitals,At Home,6,"$1,750-$1,999 ($91,000-$103,999)",Yes,1,1,0,1,1,0,0,0,Not applicable,No,No,No,942.647436357,831.671062077,1173.818843273,0.0,884.086048764,842.594900542,1186.914908933,1309.868470618,1156.401348954,930.774249826,1010.446681753,MELB - Middle,Greater Melbourne,Weekend,942.647436357,4,0,4,4,1,Frequent_WFH,1,2,Separate House,2,"$5,000-$5,999 ($260,000-$311,999)",Merri-bek (C),1355.610415,942.647436357,perspoststratweight
Y24H5800436P01,Y24H5800436,1,Monday,30->34,Male,Self,No Car Licence,No,No,Yes,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Sales Workers,Sales Representatives and Agents,Accommodation and Food Services,Accommodation,At Home,0,"$1,500-$1,749 ($78,000-$90,999)",Yes,1,1,1,0,0,0,0,1,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,858.867241395,742.724626033,1506.892303758,1150.74285393,1117.961304277,728.05554383,979.424225575,0.0,835.325718245,830.758685994,796.088964006,MELB - Middle,Greater Melbourne,Weekday,858.867241395,3,0,3,3,1,Frequent_WFH,1,2,Separate House,0,"$2,000-$2,499 ($104,000-$129,999)",Merri-bek (C),1740.881838,858.867241395,perspoststratweight
Y24H5800438P02,Y24H5800438,2,Wednesday,70->74,Male,Child,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Tertiary Education,At Home,2,"$1,750-$1,999 ($91,000-$103,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,313.288151856,326.634649603,428.383687264,323.291668025,261.35223769,251.844614612,471.354458845,0.0,355.251695491,333.759815536,370.420885315,MELB - Middle,Greater Melbourne,Weekday,313.288151856,0,0,0,0,0,No_WFH,1,2,Separate House,1,"$2,000-$2,499 ($104,000-$129,999)",Merri-bek (C),729.5625852,313.288151856,perspoststratweight
Y24H5800439P01,Y24H5800439,1,Thursday,45->49,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Retail Trade,Other Store-Based Retailing,At Home,5,"$3,000-$3,499 ($156,000-$181,999)",Yes,1,0,1,0,1,0,0,0,Not applicable,Yes,No,No,1879.889566679,1643.281137998,2150.679216258,2535.581522016,1629.419756928,2448.778577246,2133.753687899,0.0,2004.205199741,2628.386653104,1786.57877492,MELB - Middle,Greater Melbourne,Weekday,1879.889566679,3,0,3,3,1,Frequent_WFH,1,5,Separate House,3,"$6,000-$7,999 ($312,000-$415,999)",Merri-bek (C),1538.476591,1879.889566679,perspoststratweight
Y24H5800439P02,Y24H5800439,2,Thursday,40->44,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Preschool and School Education,At Home,3,"$2,000-$2,999 ($104,000-$155,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,1277.482114621,1210.931349604,1145.076215405,2369.044718706,992.224413718,1890.642516445,1530.493546334,0.0,1130.072430364,1225.191356678,1303.361888402,MELB - Middle,Greater Melbourne,Weekday,1277.482114621,0,0,0,0,0,No_WFH,1,5,Separate House,3,"$6,000-$7,999 ($312,000-$415,999)",Merri-bek (C),1538.476591,1277.482114621,perspoststratweight
Y24H5800442P01,Y24H5800442,1,Sunday,40->44,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,Keeping House,Full-time Work,Paid Employee,Community and Personal Service Workers,Health and Welfare Support Workers,Health Care and Social Assistance,Social Assistance Services,At Home,4,"$500-$649 ($26,000-$33,799)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,670.28069781,620.287008131,776.509995522,1040.005573399,664.612439922,577.654162319,872.840999912,0.0,751.977558946,631.874517792,670.14190133,MELB - Middle,Greater Melbourne,Weekend,670.28069781,0,0,0,0,0,No_WFH,1,2,Separate House,2,"$1,000-$1,249 ($52,000-$64,999)",Merri-bek (C),1129.675346,670.28069781,perspoststratweight
Y24H5800442P02,Y24H5800442,2,Sunday,30->34,Female,Spouse,Full Licence,No,No,No,No,Yes,No,Yes,No Study,Keeping House,Part-time Work,Paid Employee,Community and Personal Service Workers,Hospitality Workers,Accommodation and Food Services,Food and Beverage Services,At Home,0,"$500-$649 ($26,000-$33,799)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,567.869580269,554.34243126,825.70454339,995.256517438,409.17033837,558.231922996,661.929341082,0.0,604.000241393,545.134995251,540.591246615,MELB - Middle,Greater Melbourne,Weekend,567.869580269,0,0,0,0,0,No_WFH,1,2,Separate House,2,"$1,000-$1,249 ($52,000-$64,999)",Merri-bek (C),1129.675346,567.869580269,perspoststratweight
Y24H5800502P01,Y24H5800502,1,Tuesday,55->59,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Machinery Operators and Drivers,Machine and Stationary Plant Operators,Construction,Heavy and Civil Engineering Construction,At Home,0,"$1,000-$1,249 ($52,000-$64,999)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1723.236354281,1834.030278338,1703.669076138,1884.32500538,1520.772142059,1697.741970503,2306.983413925,1946.01096832,1941.842342596,0.0,2120.216323409,MELB - Outer,Greater Melbourne,Weekday,1723.236354281,0,0,0,0,0,No_WFH,1,3,Separate House,0,"$4,000-$4,499 ($208,000-$233,999)",Hobsons Bay (C),1328.247175,1723.236354281,perspoststratweight
Y24H5800502P02,Y24H5800502,2,Tuesday,45->49,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Machinery Operators and Drivers,Machine and Stationary Plant Operators,Wholesale Trade,Wholesale Trade (NEC),At Home,0,"$650-$799 ($33,800-$41,599)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,2062.510704266,2044.155517625,2179.886976734,2131.700343455,1874.742479914,2065.059673993,3637.823963901,2237.255275277,2191.811724162,0.0,2289.059399847,MELB - Outer,Greater Melbourne,Weekday,2062.510704266,0,0,0,0,0,No_WFH,1,3,Separate House,0,"$4,000-$4,499 ($208,000-$233,999)",Hobsons Bay (C),1328.247175,2062.510704266,perspoststratweight
Y24H5800502P03,Y24H5800502,3,Tuesday,50->54,Male,Sibling,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Machinery Operators and Drivers,Machine and Stationary Plant Operators,Transport Postal and Warehousing,Road Transport,At Home,0,"$2,000-$2,999 ($104,000-$155,999)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1333.516986408,1396.327003172,1318.580431465,1423.883941219,1229.908457494,1419.469246244,1818.840493498,1568.444165328,1444.105891012,0.0,1504.811237412,MELB - Outer,Greater Melbourne,Weekday,1333.516986408,0,0,0,0,0,No_WFH,1,3,Separate House,0,"$4,000-$4,499 ($208,000-$233,999)",Hobsons Bay (C),1328.247175,1333.516986408,perspoststratweight
Y24H5800529P01,Y24H5800529,1,Monday,45->49,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Specialist Managers,Manufacturing,Machinery and Equipment Manufacturing,At Home,4,"$3,000-$3,499 ($156,000-$181,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,1435.040512192,1324.022230604,1737.827573716,1401.74236885,1500.821120614,1407.931670929,0.0,1882.245259313,1409.413035445,1789.31404047,1679.848514003,MELB - Outer,Greater Melbourne,Weekday,1435.040512192,0,0,0,0,0,No_WFH,1,2,Separate House,2,"$6,000-$7,999 ($312,000-$415,999)",Hobsons Bay (C),1754.182288,1435.040512192,perspoststratweight
Y24H5800529P02,Y24H5800529,2,Monday,40->44,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,Part-time TAFE/Uni,No other activity,Full-time Work,Paid Employee,Managers,Specialist Managers,Manufacturing,Transport Equipment Manufacturing,At Home,2,"$2,000-$2,999 ($104,000-$155,999)",Yes,0,1,0,0,0,0,0,0,Not applicable,Yes,No,No,1849.415724709,1809.340958613,1811.575210492,1745.059050147,2141.623603505,2123.733759742,0.0,1910.039634424,1846.816335158,2277.071546636,2288.671684587,MELB - Outer,Greater Melbourne,Weekday,1849.415724709,1,0,1,1,1,Occasional_WFH,1,2,Separate House,2,"$6,000-$7,999 ($312,000-$415,999)",Hobsons Bay (C),1754.182288,1849.415724709,perspoststratweight
Y24H5800534P01,Y24H5800534,1,Saturday,40->44,Female,Self,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Self-Employed,Professionals,Business Human Resource and Marketing Professionals,Professional Scientific and Technical Services,Professional Scientific and Technical Services (Except Computer System Design and Related Services),At Home,9,"$1,000-$1,249 ($52,000-$64,999)",Yes,0,1,1,0,0,0,0,1,Not applicable,No,No,No,1126.504429843,1102.78594712,1344.715814821,1077.357801267,1192.44361634,1218.100915542,0.0,1311.292919793,1136.82123104,1346.270853932,1305.482861003,MELB - Outer,Greater Melbourne,Weekend,1126.504429843,2,0,2,2,1,Occasional_WFH,1,4,Separate House,2,"$4,500-$4,999 ($234,000-$259,999)",Hobsons Bay (C),1636.04345,1126.504429843,perspoststratweight
Y24H5800534P02,Y24H5800534,2,Saturday,40->44,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Public Administration and Safety,Public Administration,At Home,0,"$3,000-$3,499 ($156,000-$181,999)",Yes,1,0,0,1,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,876.134454303,860.953407459,980.646099102,841.323994459,943.270748899,952.239453632,0.0,1160.336772478,881.558399664,1037.263934643,994.111709406,MELB - Outer,Greater Melbourne,Weekend,876.134454303,2,0,2,2,1,Occasional_WFH,1,4,Separate House,2,"$4,500-$4,999 ($234,000-$259,999)",Hobsons Bay (C),1636.04345,876.134454303,perspoststratweight
Y24H5800540P01,Y24H5800540,1,Friday,40->44,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Machinery Operators and Drivers,Road and Rail Drivers,Transport Postal and Warehousing,Road Transport,At Home,12,"$3,000-$3,499 ($156,000-$181,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,2340.460054336,2617.879642524,2242.960633944,2294.561149738,2772.473355674,2301.898722395,0.0,2900.514836454,2255.263387615,2839.351886068,2462.925414295,MELB - Outer,Greater Melbourne,Weekday,2340.460054336,0,0,0,0,0,No_WFH,1,5,Separate House,2,"$300-$399 ($15,600-$20,799)",Hobsons Bay (C),2302.488326,2340.460054336,perspoststratweight
Y24H5810101P01,Y24H5810101,1,Monday,50->54,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,Keeping House,Full-time Work,Paid Employee,Clerical and Administrative Workers,General Clerical Workers,Manufacturing,Food Product Manufacturing,At Home,2,"$1,250-$1,499 ($65,000-$77,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,876.967888617,1189.365756608,803.889490244,1029.152806892,926.58159828,0.0,959.659445512,922.380845151,1143.651098205,887.613800618,821.591382016,MELB - Outer,Greater Melbourne,Weekday,876.967888617,0,0,0,0,0,No_WFH,1,5,Separate House,4,"$4,000-$4,499 ($208,000-$233,999)",Casey (C),943.0627518,876.967888617,perspoststratweight
