persid,hhid,persno,travdow,agegroup,sex,relationship,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,anzsco1,anzsco2,anzsic1,anzsic2,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight,perspoststratweight_GROUP_1,perspoststratweight_GROUP_2,perspoststratweight_GROUP_3,perspoststratweight_GROUP_4,perspoststratweight_GROUP_5,perspoststratweight_GROUP_6,perspoststratweight_GROUP_7,perspoststratweight_GROUP_8,perspoststratweight_GROUP_9,perspoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,weight,wfh_intensity_weekdays,wfh_intensity_weekends,wfh_intensity_total,wfh_intensity,wfh_adopter,wfh_category,is_worker,hhsize,dwelltype,totalvehs,hhinc_group,homelga,hhpoststratweight,analysis_weight,weight_source
Y24H5990333P01,Y24H5990333,1,Friday,45->49,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,ICT Professionals,Wholesale Trade,Grocery Liquor and Tobacco Product Wholesaling,At Home,6,"$3,000-$3,499 ($156,000-$181,999)",Yes,1,1,1,1,1,0,0,1,Not applicable,No,No,No,932.253867665,1063.362873171,945.0516095,914.672842852,1037.636814561,1306.943844286,991.462106289,957.035144366,0.0,1081.197149595,865.309800588,MELB - Middle,Greater Melbourne,Weekday,932.253867665,5,0,5,5,1,Full_WFH,1,3,Terrace or Townhouse,1,"$3,500-$3,999 ($182,000-$207,999)",Glen Eira (C),875.4120426,932.253867665,perspoststratweight
Y24H5990337P01,Y24H5990337,1,Tuesday,40->44,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Technicians and Trades Workers,Other Technicians and Trades Workers,Construction,Construction Services,At Home,7,"$1,250-$1,499 ($65,000-$77,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,1300.146452926,1666.523162329,1261.109880183,1273.162515463,1550.041104563,1754.934870332,1318.120926483,1097.245961649,0.0,1407.380946281,1514.681072364,MELB - Middle,Greater Melbourne,Weekday,1300.146452926,0,0,0,0,0,No_WFH,1,1,Separate House,1,"$1,250-$1,499 ($65,000-$77,999)",Glen Eira (C),547.1699936,1300.146452926,perspoststratweight
Y24H5990340P01,Y24H5990340,1,Friday,50->54,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Information Media and Telecommunications,Telecommunications Services,At Home,3,"$3,000-$3,499 ($156,000-$181,999)",Yes,1,1,1,1,1,0,0,1,Not applicable,No,No,No,686.535099376,766.622945706,697.655766478,881.763840407,775.860832317,759.404866769,732.771959948,603.519162847,0.0,745.988265856,691.748016593,MELB - Middle,Greater Melbourne,Weekday,686.535099376,5,0,5,5,1,Full_WFH,1,4,Separate House,2,"$6,000-$7,999 ($312,000-$415,999)",Glen Eira (C),770.383649,686.535099376,perspoststratweight
Y24H5990340P02,Y24H5990340,2,Friday,45->49,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Financial and Insurance Services,Financial and Insurance Services (NEC),At Home,6,"$3,000-$3,499 ($156,000-$181,999)",Yes,1,1,1,1,0,0,0,0,Not applicable,No,No,No,837.249163776,890.237326296,848.052399691,916.532468546,932.513631052,1173.992228427,934.236772887,804.96355147,0.0,813.594807031,826.869627954,MELB - Middle,Greater Melbourne,Weekday,837.249163776,4,0,4,4,1,Frequent_WFH,1,4,Separate House,2,"$6,000-$7,999 ($312,000-$415,999)",Glen Eira (C),770.383649,837.249163776,perspoststratweight
Y24H5990341P01,Y24H5990341,1,Saturday,40->44,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Professional Scientific and Technical Services,Professional Scientific and Technical Services (Except Computer System Design and Related Services),At Home,3,"$1,250-$1,499 ($65,000-$77,999)",Yes,1,0,1,0,1,0,0,0,Not applicable,No,No,No,1372.107820101,1420.213355091,1387.704258648,1693.129803991,1510.149570096,1689.762228304,1373.561867533,1577.267038719,0.0,1431.068369387,1451.401105613,MELB - Middle,Greater Melbourne,Weekend,1372.107820101,3,0,3,3,1,Frequent_WFH,1,3,Terrace or Townhouse,2,"$2,000-$2,499 ($104,000-$129,999)",Glen Eira (C),1051.926755,1372.107820101,perspoststratweight
Y24H5990341P02,Y24H5990341,2,Saturday,35->39,Female,Spouse,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Professional Scientific and Technical Services,Professional Scientific and Technical Services (Except Computer System Design and Related Services),At Home,5,"$650-$799 ($33,800-$41,599)",Yes,1,1,0,0,0,0,0,0,Not applicable,No,No,No,986.100661128,1220.977960211,1003.015195052,957.453797755,1026.454331768,1110.790215285,1052.766315318,1127.099671255,0.0,1020.801198786,909.075303725,MELB - Middle,Greater Melbourne,Weekend,986.100661128,2,0,2,2,1,Occasional_WFH,1,3,Terrace or Townhouse,2,"$2,000-$2,499 ($104,000-$129,999)",Glen Eira (C),1051.926755,986.100661128,perspoststratweight
Y24H5990402P01,Y24H5990402,1,Tuesday,25->29,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Health Professionals,Education and Training,Preschool and School Education,At Home,11,"$2,000-$2,999 ($104,000-$155,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,Yes,No,832.984735397,930.150879823,898.660408969,786.203346439,828.646957708,0.0,937.212890878,990.475401519,1071.440736292,878.474667,942.683454754,MELB - Outer,Greater Melbourne,Weekday,832.984735397,0,0,0,0,0,No_WFH,1,2,Terrace or Townhouse,2,"$4,000-$4,499 ($208,000-$233,999)",Whittlesea (C),567.9884173,832.984735397,perspoststratweight
Y24H5990402P02,Y24H5990402,2,Tuesday,25->29,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Legal Social and Welfare Professionals,Public Administration and Safety,Public Administration,At Home,10,"$1,750-$1,999 ($91,000-$103,999)",No,0,0,0,0,0,0,0,1,Full Adult,No,Yes,No,816.576365694,912.440237727,903.527076269,781.447553899,781.744798984,0.0,933.200869971,890.143940111,1072.007498607,859.034423616,960.769710911,MELB - Outer,Greater Melbourne,Weekday,816.576365694,0,0,0,0,1,No_WFH,1,2,Terrace or Townhouse,2,"$4,000-$4,499 ($208,000-$233,999)",Whittlesea (C),567.9884173,816.576365694,perspoststratweight
Y24H5990403P01,Y24H5990403,1,Wednesday,40->44,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Specialist Managers,Manufacturing,Machinery and Equipment Manufacturing,At Home,4,"$2,000-$2,999 ($104,000-$155,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,368.620569893,433.988846567,520.864655143,396.496592537,385.434755553,0.0,424.578411998,384.185151166,392.322463,404.638012389,399.572668085,MELB - Outer,Greater Melbourne,Weekday,368.620569893,0,0,0,0,0,No_WFH,1,1,Separate House,1,"$2,500-$2,999 ($130,000-$155,999)",Whittlesea (C),537.1004544,368.620569893,perspoststratweight
Y24H5990405P01,Y24H5990405,1,Friday,35->39,Male,Self,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,0,"$650-$799 ($33,800-$41,599)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,362.395227254,432.489832991,461.525543031,345.128629543,362.763426256,0.0,528.292289421,344.546879429,363.914982916,422.643231697,393.414886587,MELB - Outer,Greater Melbourne,Weekday,362.395227254,0,0,0,0,0,No_WFH,1,2,Terrace or Townhouse,1,"$800-$999 ($41,600-$51,999)",Whittlesea (C),511.859368,362.395227254,perspoststratweight
Y24H5990405P02,Y24H5990405,2,Friday,25->29,Female,Spouse,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,2,"$800-$999 ($41,600-$51,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,750.668547434,916.110402553,757.595461362,729.175722893,778.406445083,0.0,988.63171839,854.619324059,842.105973399,825.99273264,790.912129487,MELB - Outer,Greater Melbourne,Weekday,750.668547434,0,0,0,0,0,No_WFH,1,2,Terrace or Townhouse,1,"$800-$999 ($41,600-$51,999)",Whittlesea (C),511.859368,750.668547434,perspoststratweight
Y24H5990407P01,Y24H5990407,1,Sunday,40->44,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Technicians and Trades Workers,Automotive and Engineering Trades Workers,Other Services,Repair and Maintenance,At Home,0,"$1,250-$1,499 ($65,000-$77,999)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,578.391044246,650.336205986,723.783594062,543.062462954,682.314358041,0.0,614.436061676,639.251969269,694.464988042,611.785861111,677.206094776,MELB - Outer,Greater Melbourne,Weekend,578.391044246,0,0,0,0,0,No_WFH,1,2,"Unit, Flat or Apartment",2,"$1,750-$1,999 ($91,000-$103,999)",Whittlesea (C),622.5604121,578.391044246,perspoststratweight
Y24H5990407P02,Y24H5990407,2,Sunday,35->39,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,Part-time TAFE/Uni,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Professional Scientific and Technical Services,Professional Scientific and Technical Services (Except Computer System Design and Related Services),At Home,0,"$500-$649 ($26,000-$33,799)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,313.041608259,357.314665406,424.322525971,294.231924909,329.616981427,0.0,389.087681108,341.707168774,349.716366815,334.381321967,347.539986062,MELB - Outer,Greater Melbourne,Weekend,313.041608259,0,0,0,0,0,No_WFH,1,2,"Unit, Flat or Apartment",2,"$1,750-$1,999 ($91,000-$103,999)",Whittlesea (C),622.5604121,313.041608259,perspoststratweight
Y24H5990409P01,Y24H5990409,1,Tuesday,30->34,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Technicians and Trades Workers,Engineering ICT and Science Technicians,Manufacturing,Food Product Manufacturing,At Home,4,"$2,000-$2,999 ($104,000-$155,999)",Yes,0,0,1,1,0,0,0,0,Not applicable,No,No,No,571.722150202,568.312383341,1001.400095248,584.23298999,615.874022104,0.0,639.696469654,609.693192099,620.578263109,601.813302494,674.609073403,MELB - Outer,Greater Melbourne,Weekday,571.722150202,2,0,2,2,1,Occasional_WFH,1,1,Terrace or Townhouse,1,"$2,500-$2,999 ($130,000-$155,999)",Whittlesea (C),534.2802365,571.722150202,perspoststratweight
Y24H5990416P01,Y24H5990416,1,Tuesday,35->39,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Machinery Operators and Drivers,Road and Rail Drivers,Transport Postal and Warehousing,Postal and Courier Pick-up and Delivery Services,At Home,7,"$1,750-$1,999 ($91,000-$103,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,559.715373501,695.523772937,648.159786413,537.009152447,612.311568535,0.0,655.663364115,555.162065434,688.567649677,685.4676614,627.239562081,MELB - Outer,Greater Melbourne,Weekday,559.715373501,0,0,0,0,0,No_WFH,1,3,"Unit, Flat or Apartment",1,"$1,750-$1,999 ($91,000-$103,999)",Whittlesea (C),584.0088252,559.715373501,perspoststratweight
Y24H5990418P01,Y24H5990418,1,Thursday,30->34,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Health Professionals,Retail Trade,Other Store-Based Retailing,At another location,0,"$1,000-$1,249 ($52,000-$64,999)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,589.801896429,704.042671658,889.238058719,641.663478174,672.477356847,0.0,674.415023676,630.718702512,531.745281772,734.289150061,639.926640689,MELB - Outer,Greater Melbourne,Weekday,589.801896429,0,0,0,0,0,No_WFH,1,3,Terrace or Townhouse,0,"$1,500-$1,749 ($78,000-$90,999)",Whittlesea (C),731.418652,589.801896429,perspoststratweight
Y24H5990418P02,Y24H5990418,2,Thursday,30->34,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,Part-time TAFE/Uni,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Professional Scientific and Technical Services,Professional Scientific and Technical Services (Except Computer System Design and Related Services),At another location,11,"$1,500-$1,749 ($78,000-$90,999)",Yes,1,1,1,1,1,0,0,0,Not applicable,No,No,No,402.545005347,520.373845652,612.921230031,447.519649865,439.702595037,0.0,473.912058827,404.60397932,391.242249361,470.2037487,428.218885688,MELB - Outer,Greater Melbourne,Weekday,402.545005347,5,0,5,5,1,Full_WFH,1,3,Terrace or Townhouse,0,"$1,500-$1,749 ($78,000-$90,999)",Whittlesea (C),731.418652,402.545005347,perspoststratweight
Y24H5990420P01,Y24H5990420,1,Saturday,25->29,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Social Assistance Services,At Home,6,"$1,500-$1,749 ($78,000-$90,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,839.278685734,924.065406173,962.352682564,832.647551575,809.115690297,0.0,958.942986831,892.311941131,1058.092840149,904.435411741,978.124216128,MELB - Outer,Greater Melbourne,Weekend,839.278685734,0,0,0,0,0,No_WFH,1,2,Terrace or Townhouse,2,"$3,000-$3,499 ($156,000-$181,999)",Whittlesea (C),583.7795366,839.278685734,perspoststratweight
Y24H5990420P02,Y24H5990420,2,Saturday,25->29,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Specialist Managers,Retail Trade,Other Store-Based Retailing,At Home,10,"$1,500-$1,749 ($78,000-$90,999)",Yes,0,1,0,1,1,0,0,0,Not applicable,No,No,No,856.143238197,942.001695045,957.169162939,837.714940927,857.660013945,0.0,963.06567835,992.887766064,1057.53343441,924.903095045,959.711265631,MELB - Outer,Greater Melbourne,Weekend,856.143238197,3,0,3,3,1,Frequent_WFH,1,2,Terrace or Townhouse,2,"$3,000-$3,499 ($156,000-$181,999)",Whittlesea (C),583.7795366,856.143238197,perspoststratweight
Y24H5990422P01,Y24H5990422,1,Monday,30->34,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Clerical and Administrative Workers,Clerical and Office Support Workers,Transport Postal and Warehousing,Transport Postal and Warehousing (NEC),At Home,8,"$800-$999 ($41,600-$51,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,787.983316312,835.045322596,1301.246866359,753.122907386,796.026673839,1015.878518879,0.0,782.088173274,755.340479091,829.946447214,856.907409702,MELB - Outer,Greater Melbourne,Weekday,787.983316312,0,0,0,0,0,No_WFH,1,2,Separate House,1,"$800-$999 ($41,600-$51,999)",Whittlesea (C),996.820879,787.983316312,perspoststratweight
Y24H5990434P02,Y24H5990434,2,Saturday,25->29,Female,Sibling,Learners Permit,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Education and Training (NEC),At Home,0,"$650-$799 ($33,800-$41,599)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1694.594987163,2062.123855031,1699.46999625,1687.466358015,1692.128801506,2086.577022202,0.0,1908.702545524,1945.703430874,1910.378712725,1813.340733276,MELB - Outer,Greater Melbourne,Weekend,1694.594987163,0,0,0,0,0,No_WFH,1,2,Separate House,1,"$800-$999 ($41,600-$51,999)",Whittlesea (C),1155.495754,1694.594987163,perspoststratweight
Y24H5990501P02,Y24H5990501,2,Monday,50->54,Male,Child,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Hospitality Retail and Service Managers,Retail Trade,Other Store-Based Retailing,Travelling between locations,4,"$1,500-$1,749 ($78,000-$90,999)",No,0,0,0,0,0,0,0,0,Other,No,Yes,Yes,422.173413378,428.414411761,0.0,505.338175085,513.449807442,398.815870746,610.245996227,483.473507714,455.164157879,383.183322231,440.07788614,MELB - Middle,Greater Melbourne,Weekday,422.173413378,0,0,0,0,0,No_WFH,1,6,Separate House,2,"$2,500-$2,999 ($130,000-$155,999)",Maribyrnong (C),625.4373135,422.173413378,perspoststratweight
Y24H5990501P03,Y24H5990501,3,Monday,45->49,Female,Child,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Clerical and Administrative Workers,CLERICAL AND ADMINISTRATIVE WORKERS(NEC),Construction,Construction (NEC),At another location,0,"$800-$999 ($41,600-$51,999)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,559.669250448,541.746994009,0.0,604.891545097,650.233209917,505.007831165,1060.636189512,646.542156451,603.451080819,519.157528128,553.876689934,MELB - Middle,Greater Melbourne,Weekday,559.669250448,0,0,0,0,0,No_WFH,1,6,Separate House,2,"$2,500-$2,999 ($130,000-$155,999)",Maribyrnong (C),625.4373135,559.669250448,perspoststratweight
Y24H5990508P01,Y24H5990508,1,Monday,25->29,Female,Self,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Labourers,Food Preparation Assistants,Accommodation and Food Services,Food and Beverage Services,At another location,3,"$800-$999 ($41,600-$51,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,565.567428262,589.577645084,0.0,759.641790508,718.704633779,642.32200441,850.316168454,572.738283442,636.303408735,559.139483825,515.104527538,MELB - Middle,Greater Melbourne,Weekday,565.567428262,0,0,0,0,0,No_WFH,1,2,Terrace or Townhouse,1,"$2,500-$2,999 ($130,000-$155,999)",Maribyrnong (C),447.1332733,565.567428262,perspoststratweight
Y24H5990508P02,Y24H5990508,2,Monday,25->29,Female,Unrelated,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Retail Trade,Other Store-Based Retailing,At Home,5,"$1,750-$1,999 ($91,000-$103,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,Yes,Yes,383.10574446,379.224612418,0.0,487.235286175,475.480788426,426.599424783,535.648193096,388.478824804,430.835344058,366.083143082,381.18419594,MELB - Middle,Greater Melbourne,Weekday,383.10574446,0,0,0,0,0,No_WFH,1,2,Terrace or Townhouse,1,"$2,500-$2,999 ($130,000-$155,999)",Maribyrnong (C),447.1332733,383.10574446,perspoststratweight
Y24H5990509P01,Y24H5990509,1,Tuesday,50->54,Male,Self,Full Licence,Yes,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Professional Scientific and Technical Services,Computer System Design and Related Services,At Home,8,"$3,000-$3,499 ($156,000-$181,999)",Yes,1,1,0,1,0,0,0,1,Not applicable,No,No,No,490.929631914,523.579698851,0.0,618.015383332,549.943847417,481.655337482,553.909636719,613.376690219,547.589940806,482.621209437,550.820446572,MELB - Middle,Greater Melbourne,Weekday,490.929631914,3,0,3,3,1,Frequent_WFH,1,3,Terrace or Townhouse,4,"$4,500-$4,999 ($234,000-$259,999)",Maribyrnong (C),727.2975995,490.929631914,perspoststratweight
Y24H5990509P02,Y24H5990509,2,Tuesday,35->39,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Clerical and Administrative Workers,Office Managers and Program Administrators,Education and Training,Adult Community and Other Education,At Home,3,"$1,250-$1,499 ($65,000-$77,999)",Yes,0,0,1,0,0,0,0,0,Not applicable,No,No,No,496.241915868,514.846923782,0.0,582.561531734,548.632735946,492.709437808,639.546556636,562.248107686,578.195782197,489.964098411,527.741047421,MELB - Middle,Greater Melbourne,Weekday,496.241915868,1,0,1,1,1,Occasional_WFH,1,3,Terrace or Townhouse,4,"$4,500-$4,999 ($234,000-$259,999)",Maribyrnong (C),727.2975995,496.241915868,perspoststratweight
Y24H5990512P01,Y24H5990512,1,Friday,35->39,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Work in Family Business,Community and Personal Service Workers,Hospitality Workers,Accommodation and Food Services,Food and Beverage Services,At Home,5,Nil income,No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,440.798330105,399.674388022,0.0,576.604690731,550.936352675,451.891980774,617.795908255,445.269716247,500.136673841,405.037029123,424.198098744,MELB - Middle,Greater Melbourne,Weekday,440.798330105,0,0,0,0,0,No_WFH,1,4,Terrace or Townhouse,1,"$500-$649 ($26,000-$33,799)",Maribyrnong (C),415.6443881,440.798330105,perspoststratweight
